기준_년분기_코드,행정동_코드,행정동_코드_명,서비스_업종_코드,서비스_업종_코드_명,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수
20232,1150053500,등촌3동,CS300009,청과상,618732608 ,51283 ,494553075 ,124179533 ,99473687 ,97615483 ,103114951 ,97782714 ,96566240 ,94827932 ,29351601 ,0 ,114836001 ,195160749 ,184993824 ,123742034 ,0 ,217442470 ,401290138 ,98157 ,15410290 ,84033761 ,73170079 ,107491104 ,338529217 ,40519 ,10764 ,8352 ,8127 ,7998 ,8197 ,7845 ,7960 ,2804 ,0 ,8976 ,14840 ,16014 ,11453 ,0 ,18068 ,33215 ,10 ,1468 ,7665 ,5620 ,8655 ,27865 
20232,1150053500,등촌3동,CS300010,반찬가게,4292705768 ,234988 ,3657887331 ,634818437 ,1022275270 ,690106932 ,658553419 ,625210450 ,661741260 ,443821519 ,190996918 ,0 ,273460521 ,1414867951 ,922201900 ,1607997959 ,74177437 ,1696282159 ,2379339950 ,520021 ,73163045 ,460486470 ,1312647408 ,1448948243 ,779856923 ,195010 ,39978 ,44148 ,39769 ,39938 ,39105 ,32050 ,25614 ,14364 ,0 ,16527 ,53247 ,56159 ,103821 ,5234 ,86169 ,146217 ,124 ,6665 ,36272 ,78848 ,68875 ,41600 
20232,1150053500,등촌3동,CS300011,일반의류,715524923 ,4275 ,606200962 ,109323961 ,31628902 ,84046043 ,243112038 ,136167581 ,111246398 ,58845103 ,50478858 ,0 ,0 ,25208753 ,322233941 ,266104739 ,101977490 ,17840546 ,697684377 ,0 ,2227423 ,14820932 ,49874658 ,496433174 ,152168736 ,3449 ,826 ,90 ,555 ,1077 ,962 ,765 ,520 ,306 ,0 ,0 ,270 ,1821 ,1776 ,408 ,210 ,4065 ,0 ,68 ,34 ,255 ,2372 ,1546 
20232,1150053500,등촌3동,CS300016,안경,168621335 ,2971 ,126146088 ,42475247 ,30945216 ,27461769 ,21083046 ,22760496 ,23895561 ,24067262 ,18407985 ,0 ,7976697 ,36964253 ,45163098 ,73565499 ,4951788 ,59558336 ,109062999 ,2974170 ,37698701 ,48334928 ,29008063 ,15708255 ,34897218 ,2198 ,773 ,466 ,449 ,416 ,404 ,463 ,407 ,366 ,0 ,137 ,607 ,796 ,1303 ,128 ,741 ,2230 ,122 ,1100 ,921 ,313 ,263 ,252 
20232,1150053500,등촌3동,CS300017,시계및귀금속,70316016 ,321 ,66171221 ,4144795 ,262222 ,400944 ,375569 ,456774 ,64675712 ,4144795 ,0 ,0 ,0 ,68087977 ,1619008 ,609031 ,0 ,1483667 ,68832349 ,84588 ,206394 ,84588 ,203010 ,135340 ,69602096 ,287 ,34 ,50 ,51 ,34 ,51 ,101 ,34 ,0 ,0 ,0 ,152 ,85 ,84 ,0 ,203 ,118 ,17 ,34 ,17 ,34 ,17 ,202 
20232,1150053500,등촌3동,CS300018,의약품,6564388319 ,299275 ,5855862634 ,708525685 ,1900601739 ,861200078 ,801520059 ,1102674212 ,1189866546 ,542888040 ,165637645 ,7417147 ,1509280017 ,2429037332 ,1522077875 ,965148993 ,131426955 ,3769318417 ,2795069902 ,11041041 ,245462201 ,914158713 ,2670392682 ,1036989219 ,1686344463 ,244356 ,54919 ,58401 ,45040 ,45633 ,47057 ,48225 ,40153 ,14766 ,860 ,56600 ,75658 ,80880 ,74707 ,10570 ,136657 ,162618 ,1891 ,24860 ,61050 ,66561 ,58439 ,86474 
20232,1150053500,등촌3동,CS300019,의료기기,5301370214 ,5294 ,5300040025 ,1330189 ,60002022 ,987960545 ,1100755096 ,2824663196 ,326659166 ,1330189 ,0 ,0 ,318292728 ,3235013024 ,1361567437 ,386497025 ,0 ,4596174017 ,705196197 ,0 ,0 ,141000000 ,1267202707 ,1960250063 ,1932917444 ,5267 ,27 ,200 ,1014 ,1600 ,1600 ,853 ,27 ,0 ,0 ,1000 ,2000 ,1894 ,400 ,0 ,3867 ,1427 ,0 ,0 ,14 ,1000 ,2800 ,1480 
20232,1150053500,등촌3동,CS300020,서적,1758260394 ,102303 ,1015266418 ,742993976 ,206378873 ,195347902 ,180598435 ,198942294 ,233998914 ,400969182 ,342024794 ,0 ,24505013 ,437145498 ,588655337 ,677841086 ,30113460 ,730517741 ,998760155 ,38998725 ,194899148 ,412142836 ,689310996 ,271680525 ,122245666 ,58070 ,44233 ,12088 ,11337 ,10227 ,11137 ,13281 ,23925 ,20308 ,0 ,1899 ,25030 ,34318 ,39533 ,1523 ,42054 ,59524 ,2611 ,12480 ,24960 ,39394 ,15071 ,7062 
20232,1150053500,등촌3동,CS300021,문구,4515811742 ,124733 ,4470280961 ,45530781 ,911318415 ,704002430 ,866372353 ,989352753 ,999235010 ,45530781 ,0 ,0 ,1089273743 ,1174839683 ,1954029378 ,297668938 ,0 ,585860926 ,437499338 ,3750175 ,66989533 ,130868622 ,349259351 ,208166811 ,264325771 ,121860 ,2873 ,20720 ,21074 ,30708 ,28601 ,20757 ,2873 ,0 ,0 ,21682 ,40523 ,48457 ,14071 ,0 ,33113 ,42109 ,2844 ,8616 ,13601 ,20258 ,12274 ,17628 
20232,1150053500,등촌3동,CS300022,화장품,5247709642 ,168775 ,3952808529 ,1294901113 ,702523332 ,726520139 ,973200220 ,947700596 ,602864242 ,593663531 ,701237582 ,0 ,178643765 ,1046466412 ,1408733058 ,1982400347 ,631466060 ,1368568061 ,3697835448 ,55395641 ,1012210670 ,1500812758 ,838782615 ,1035345260 ,623856563 ,114724 ,54051 ,24587 ,23351 ,23414 ,21288 ,22084 ,26060 ,27991 ,0 ,6181 ,30004 ,38427 ,72970 ,21193 ,43964 ,124750 ,2685 ,50248 ,66628 ,21719 ,16685 ,10747 
20232,1150053500,등촌3동,CS300024,운동/경기용품,2520367577 ,329 ,2520367577 ,0 ,0 ,0 ,1753299184 ,767068393 ,0 ,0 ,0 ,0 ,1862880383 ,0 ,657487194 ,0 ,0 ,1753299184 ,767068393 ,0 ,0 ,1753299184 ,767068393 ,0 ,0 ,329 ,0 ,0 ,0 ,219 ,110 ,0 ,0 ,0 ,0 ,219 ,0 ,110 ,0 ,0 ,219 ,110 ,0 ,0 ,219 ,110 ,0 ,0 
20232,1150053500,등촌3동,CS300028,화초,261570076 ,5747 ,222233442 ,39336634 ,65851364 ,39345158 ,28991649 ,25207536 ,62837735 ,19204903 ,20131731 ,0 ,19877397 ,48150538 ,127287470 ,65077302 ,1177369 ,38844989 ,64152933 ,3738270 ,10699622 ,18724272 ,32001796 ,25353647 ,12480315 ,4075 ,1672 ,1301 ,607 ,508 ,674 ,985 ,786 ,886 ,0 ,496 ,1370 ,2019 ,1811 ,51 ,1549 ,3108 ,236 ,538 ,861 ,1266 ,1042 ,714 
20232,1150053500,등촌3동,CS300029,애완동물,128710660 ,2443 ,85101940 ,43608720 ,12574055 ,16916943 ,28099801 ,14353053 ,13158088 ,21769859 ,21838861 ,1565401 ,3322080 ,24709044 ,45943251 ,49450996 ,3719888 ,39050929 ,89659731 ,9745 ,9643216 ,29109407 ,24785417 ,44663701 ,20499174 ,1864 ,579 ,366 ,407 ,391 ,316 ,384 ,386 ,193 ,63 ,101 ,595 ,746 ,824 ,114 ,849 ,1594 ,5 ,151 ,431 ,526 ,754 ,576 
20232,1150053500,등촌3동,CS300031,가구,35222068 ,74 ,34345170 ,876898 ,0 ,0 ,0 ,34345170 ,0 ,876898 ,0 ,0 ,0 ,35222068 ,0 ,0 ,0 ,34345170 ,876898 ,0 ,0 ,0 ,0 ,34345170 ,876898 ,37 ,37 ,0 ,0 ,0 ,37 ,0 ,37 ,0 ,0 ,0 ,74 ,0 ,0 ,0 ,37 ,37 ,0 ,0 ,0 ,0 ,37 ,37 
20232,1150053500,등촌3동,CS300043,전자상거래업,156020329 ,1548 ,156020329 ,0 ,42384585 ,0 ,16756696 ,88711919 ,8167129 ,0 ,0 ,0 ,23093262 ,21403511 ,31542016 ,19432135 ,60549405 ,36048019 ,119972310 ,0 ,60549405 ,0 ,0 ,0 ,95470924 ,1548 ,0 ,562 ,0 ,282 ,563 ,141 ,0 ,0 ,0 ,281 ,281 ,563 ,141 ,282 ,562 ,986 ,0 ,282 ,0 ,0 ,0 ,1266 
20232,1150054000,화곡1동,CS100001,한식음식점,14633397911 ,406250 ,9373078395 ,5260319516 ,1800428748 ,1849878287 ,1743507468 ,1766688738 ,2212575154 ,2761780216 ,2498539300 ,1842256993 ,598558255 ,2027530622 ,1256726430 ,5442873380 ,3465452231 ,9158232280 ,4847731256 ,37627646 ,1942263274 ,3539852989 ,3238057091 ,2993141638 ,2255020896 ,276407 ,129843 ,54138 ,54822 ,53350 ,53276 ,60821 ,67551 ,62292 ,44036 ,28389 ,82420 ,42527 ,133578 ,75300 ,251669 ,141234 ,1807 ,55273 ,96809 ,86108 ,85428 ,67483 
20232,1150054000,화곡1동,CS100002,중식음식점,906765048 ,42611 ,578757811 ,328007237 ,136395576 ,83238925 ,116959220 ,106401488 ,135762602 ,168600593 ,159406644 ,13415720 ,4644193 ,253431061 ,154317531 ,372585448 ,108371095 ,496406773 ,373211626 ,18108057 ,149671816 ,230810388 ,221915322 ,139554607 ,109558209 ,29028 ,13583 ,6837 ,4364 ,5939 ,5427 ,6461 ,6906 ,6677 ,221 ,392 ,14688 ,8359 ,16409 ,2542 ,23752 ,17901 ,1427 ,6983 ,9006 ,9763 ,7200 ,7271 
20232,1150054000,화곡1동,CS100003,일식음식점,400477367 ,13567 ,287692198 ,112785169 ,61326175 ,55168671 ,46735139 ,48857995 ,75604218 ,73981944 ,38803225 ,23242951 ,270477 ,85874082 ,37558318 ,171059360 ,82472179 ,225709893 ,158319726 ,4618705 ,72987981 ,128315793 ,77812943 ,57064847 ,43229348 ,10113 ,3454 ,2271 ,1927 ,1793 ,1689 ,2433 ,2044 ,1410 ,359 ,20 ,4198 ,1981 ,5859 ,1150 ,7102 ,6278 ,262 ,3088 ,4050 ,2571 ,2018 ,1390 
20232,1150054000,화곡1동,CS100004,양식음식점,120481651 ,12212 ,86279853 ,34201798 ,16518146 ,15165389 ,18168967 ,17549907 ,18877444 ,17557549 ,16644249 ,23927733 ,22874570 ,20772830 ,10656203 ,24552903 ,17697412 ,82737690 ,37743961 ,1272310 ,15892301 ,27341647 ,22806601 ,32412825 ,20755967 ,8813 ,3399 ,1728 ,1636 ,1881 ,1719 ,1849 ,1726 ,1673 ,2239 ,1742 ,2125 ,1200 ,2858 ,2048 ,8568 ,3644 ,179 ,1728 ,2684 ,2519 ,3204 ,1898 
20232,1150054000,화곡1동,CS100005,제과점,1057274235 ,117598 ,771701689 ,285572546 ,170529737 ,147407022 ,158674138 ,134428953 ,160661839 ,167326215 ,118246331 ,1745817 ,169662889 ,195393221 ,226067979 ,373088843 ,91315486 ,381423086 ,661809158 ,7647793 ,162311619 ,258252766 ,294100221 ,184053930 ,136865917 ,86991 ,30607 ,19051 ,15833 ,18737 ,15869 ,17501 ,17362 ,13245 ,157 ,19839 ,21639 ,24225 ,41146 ,10592 ,40596 ,76587 ,1043 ,20840 ,30931 ,30459 ,19392 ,14519 
20232,1150054000,화곡1동,CS100006,패스트푸드점,499326288 ,54634 ,340830378 ,158495910 ,70763199 ,66908880 ,66940891 ,65897932 ,70319476 ,84994658 ,73501252 ,29920152 ,29261252 ,109162512 ,92803739 ,169744868 ,68433765 ,267291923 ,228210172 ,6753801 ,108875362 ,147326157 ,116930479 ,74249566 ,41366730 ,38503 ,16131 ,7775 ,7670 ,7433 ,7396 ,8229 ,8673 ,7458 ,3276 ,2874 ,11470 ,10580 ,18750 ,7684 ,27586 ,26868 ,826 ,12688 ,16707 ,12192 ,7376 ,4666 
20232,1150054000,화곡1동,CS100007,치킨전문점,450781896 ,17126 ,292296241 ,158485655 ,45552705 ,57632538 ,61708456 ,55822776 ,71579766 ,81319563 ,77166092 ,75265740 ,976358 ,7496064 ,28075263 ,182600897 ,156367574 ,290733769 ,145822279 ,844616 ,64985337 ,115021065 ,106783262 ,101826867 ,47094899 ,11129 ,5997 ,1918 ,2208 ,2199 ,2160 ,2644 ,3099 ,2898 ,2445 ,25 ,299 ,1118 ,7329 ,5910 ,10798 ,6009 ,51 ,2770 ,4865 ,3711 ,3569 ,1835 
20232,1150054000,화곡1동,CS100008,분식전문점,966089451 ,91582 ,684895916 ,281193535 ,136891757 ,129273013 ,134353566 ,137977181 ,146400399 ,167090298 ,114103237 ,60109545 ,89547948 ,252917326 ,153315106 ,318985565 ,91213961 ,454133918 ,484645481 ,13518921 ,174335936 ,294694139 ,210444640 ,158185898 ,87599868 ,66822 ,24760 ,13601 ,12822 ,13640 ,13265 ,13494 ,14319 ,10441 ,3366 ,9528 ,24228 ,15385 ,32222 ,6853 ,42062 ,48444 ,1350 ,17519 ,28185 ,19776 ,15154 ,8521 
20232,1150054000,화곡1동,CS100009,호프-간이주점,5700311929 ,96524 ,3683877243 ,2016434686 ,731715984 ,766930375 ,751003784 ,654830000 ,779397100 ,1209441483 ,806993203 ,2308105299 ,267648278 ,57182514 ,76559636 ,886253434 ,2104562768 ,4299984212 ,1288810361 ,22425843 ,829119718 ,1497514839 ,1258762937 ,1161505659 ,819465571 ,61788 ,34736 ,11834 ,11235 ,12208 ,11940 ,14571 ,19857 ,14879 ,33871 ,1544 ,427 ,995 ,17961 ,41726 ,65630 ,29822 ,488 ,20742 ,28986 ,20904 ,14553 ,9780 
20232,1150054000,화곡1동,CS100010,커피-음료,1739770413 ,234701 ,1164163457 ,575606956 ,246781713 ,242771791 ,194933713 ,238397286 ,241278954 ,292244704 ,283362252 ,6208675 ,186932366 ,396288344 ,402378210 ,565109911 ,182852907 ,708703885 ,1013216133 ,29931668 ,539154661 ,561591365 ,272845758 ,220784021 ,97612552 ,157712 ,76989 ,33786 ,31215 ,29124 ,29870 ,33717 ,39215 ,37774 ,631 ,31874 ,54294 ,57647 ,69116 ,21139 ,101305 ,132439 ,4638 ,78324 ,73868 ,40828 ,25144 ,10939 
20232,1150054000,화곡1동,CS200001,일반교습학원,1582127238 ,3811 ,1491987910 ,90139328 ,427810844 ,262208952 ,291581305 ,309212557 ,201174252 ,55396782 ,34742546 ,0 ,32225420 ,88095474 ,471564064 ,865620992 ,124621288 ,864944423 ,717182815 ,8216981 ,36625398 ,68908743 ,1139053150 ,269648404 ,59674562 ,3610 ,201 ,1057 ,639 ,631 ,751 ,532 ,115 ,86 ,0 ,76 ,226 ,1092 ,2172 ,245 ,2061 ,1750 ,26 ,51 ,178 ,2693 ,741 ,122 
20232,1150054000,화곡1동,CS200003,예술학원,88155193 ,372 ,81886362 ,6268831 ,8673272 ,22490639 ,18688912 ,6778131 ,25255408 ,4671462 ,1597369 ,0 ,1080030 ,7085719 ,29419905 ,42879235 ,7690304 ,31018132 ,57137061 ,0 ,18636881 ,22091166 ,39511844 ,7915302 ,0 ,336 ,36 ,36 ,61 ,91 ,33 ,115 ,23 ,13 ,0 ,5 ,25 ,153 ,171 ,18 ,134 ,238 ,0 ,51 ,99 ,190 ,32 ,0 
20232,1150054000,화곡1동,CS200005,스포츠 강습,364610744 ,1294 ,336144249 ,28466495 ,43409335 ,88330202 ,57351262 ,68770838 ,78282612 ,21033466 ,7433029 ,0 ,19775340 ,80511365 ,51115388 ,173829803 ,39378848 ,105112531 ,259498213 ,0 ,91575554 ,131343711 ,90505290 ,33700862 ,17485327 ,1222 ,72 ,187 ,269 ,211 ,178 ,377 ,51 ,21 ,0 ,85 ,161 ,222 ,715 ,111 ,413 ,881 ,0 ,338 ,488 ,312 ,102 ,54 
20232,1150054000,화곡1동,CS200006,일반의원,10501401043 ,517006 ,8598166003 ,1903235040 ,1946834193 ,1493322691 ,1835180705 ,1486770023 ,1836058391 ,1786385152 ,116849888 ,184514031 ,2955862489 ,2948413564 ,2943682355 ,1444620567 ,24308037 ,4647516135 ,5838326958 ,18263709 ,1215234049 ,2188723415 ,2196441864 ,2095040421 ,2772139634 ,435670 ,81336 ,108522 ,82356 ,76431 ,80024 ,88337 ,78110 ,3226 ,283 ,138968 ,136947 ,153083 ,87669 ,56 ,242415 ,274506 ,1414 ,54890 ,121125 ,120507 ,90049 ,128935 
20232,1150054000,화곡1동,CS200007,치과의원,2368157195 ,21275 ,2080132981 ,288024214 ,448109435 ,467175261 ,398866495 ,439022956 ,326958834 ,282636496 ,5387718 ,0 ,342466895 ,992569567 ,702920247 ,269630136 ,60570350 ,1026498676 ,1341658519 ,4849182 ,91008973 ,211505017 ,357491110 ,643963448 ,1059339465 ,18542 ,2733 ,4130 ,3784 ,3635 ,3881 ,3112 ,2624 ,109 ,0 ,4651 ,6135 ,6957 ,3283 ,249 ,9817 ,11458 ,103 ,1522 ,2917 ,3396 ,4902 ,8435 
20232,1150054000,화곡1동,CS200008,한의원,1664516408 ,67635 ,1339343403 ,325173005 ,349119972 ,221116305 ,210080357 ,253310298 ,305716471 ,274009995 ,51163010 ,0 ,234446642 ,519404583 ,469341498 ,440489150 ,834535 ,568221766 ,1096294642 ,320704 ,78178968 ,292710354 ,323173898 ,433912694 ,536219790 ,55531 ,12104 ,13275 ,9946 ,11232 ,9409 ,11669 ,9797 ,2307 ,0 ,13165 ,20992 ,18041 ,15372 ,65 ,27035 ,40600 ,46 ,3138 ,8826 ,12299 ,13448 ,29878 
20232,1150054000,화곡1동,CS200016,당구장,148363001 ,7944 ,94793382 ,53569619 ,18350228 ,15810176 ,19669440 ,19980227 ,20983311 ,28047725 ,25521894 ,13258673 ,1295615 ,8978230 ,12962495 ,64118691 ,47749297 ,126402401 ,21842008 ,199188 ,9026581 ,17985465 ,35679578 ,56747756 ,28605841 ,4797 ,3147 ,1027 ,838 ,878 ,922 ,1132 ,1732 ,1415 ,861 ,68 ,517 ,833 ,3266 ,2399 ,6974 ,964 ,24 ,590 ,971 ,1564 ,3058 ,1733 
20232,1150054000,화곡1동,CS200017,골프연습장,40552085 ,894 ,27434397 ,13117688 ,13548175 ,3570871 ,3457432 ,2747811 ,4110108 ,6731310 ,6386378 ,7970232 ,0 ,8952491 ,3218778 ,12196032 ,8214552 ,36926024 ,3626061 ,0 ,3786326 ,10150667 ,9068467 ,15696874 ,1849751 ,549 ,345 ,123 ,105 ,84 ,89 ,148 ,192 ,153 ,131 ,0 ,45 ,96 ,372 ,250 ,801 ,93 ,0 ,144 ,305 ,182 ,230 ,33 
20232,1150054000,화곡1동,CS200019,PC방,325164463 ,58095 ,194466831 ,130697632 ,42091899 ,34014497 ,33766871 ,36453441 ,48140123 ,68171483 ,62526149 ,42472184 ,16404393 ,33645023 ,58569008 ,102474882 ,71598973 ,246082564 ,79081899 ,7226734 ,168044726 ,116409886 ,10888770 ,20566672 ,2027675 ,35592 ,22503 ,7351 ,6525 ,6151 ,6486 ,9079 ,11811 ,10692 ,7457 ,3075 ,5768 ,10475 ,18819 ,12501 ,43827 ,14268 ,2138 ,30418 ,19450 ,2383 ,3213 ,493 
20232,1150054000,화곡1동,CS200024,스포츠클럽,940534639 ,3257 ,846379375 ,94155264 ,175220780 ,212309425 ,186616610 ,136782854 ,135449706 ,79638232 ,14517032 ,5095470 ,54753651 ,112244006 ,190328039 ,426793135 ,151320338 ,424480308 ,508583124 ,142696 ,386253883 ,286003965 ,90050964 ,100651553 ,69960370 ,2662 ,595 ,550 ,600 ,529 ,469 ,514 ,444 ,151 ,46 ,237 ,441 ,748 ,1304 ,481 ,1783 ,1469 ,6 ,1432 ,1002 ,290 ,337 ,185 
20232,1150054000,화곡1동,CS200025,자동차수리,1302973832 ,7132 ,1011846945 ,291126887 ,203478951 ,228987744 ,226088270 ,165932512 ,187359468 ,276765026 ,14361861 ,0 ,159160342 ,285910568 ,520381524 ,337521398 ,0 ,860248698 ,359111866 ,0 ,45342531 ,166415187 ,273281957 ,429285178 ,305035708 ,5734 ,1398 ,1456 ,1113 ,1022 ,1033 ,1110 ,1323 ,75 ,0 ,1081 ,1853 ,2592 ,1606 ,0 ,4979 ,1751 ,0 ,461 ,1146 ,1490 ,1835 ,1797 
20232,1150054000,화곡1동,CS200026,자동차미용,74291629 ,461 ,59789682 ,14501947 ,2105499 ,11366094 ,39846170 ,3394229 ,3077690 ,7655480 ,6846467 ,0 ,2010482 ,44178511 ,18664929 ,9437707 ,0 ,22806530 ,51182149 ,0 ,1260682 ,14137713 ,44161987 ,4860606 ,9567691 ,234 ,227 ,48 ,45 ,41 ,46 ,54 ,114 ,113 ,0 ,42 ,119 ,167 ,133 ,0 ,306 ,148 ,0 ,21 ,164 ,120 ,75 ,75 
20232,1150054000,화곡1동,CS200028,미용실,902826861 ,27158 ,580025763 ,322801098 ,129055846 ,93545052 ,108423052 ,92704750 ,156297063 ,202879420 ,119921678 ,0 ,23813928 ,226397738 ,279099118 ,363371386 ,10144691 ,423540410 ,476762067 ,5314752 ,139484247 ,220754845 ,215587519 ,183195459 ,135965656 ,17844 ,9314 ,4046 ,2920 ,3621 ,3159 ,4098 ,5949 ,3365 ,0 ,1259 ,6939 ,8521 ,10330 ,109 ,16209 ,10887 ,277 ,4013 ,6856 ,6113 ,5770 ,4070 
20232,1150054000,화곡1동,CS200029,네일숍,35233271 ,845 ,20884619 ,14348652 ,7067906 ,1330644 ,2696405 ,4331191 ,5458473 ,9064476 ,5284176 ,0 ,117775 ,9889760 ,10780617 ,14445119 ,0 ,9668959 ,25564312 ,235550 ,6501184 ,11266640 ,7216660 ,4459750 ,5553487 ,559 ,286 ,182 ,69 ,93 ,85 ,130 ,169 ,117 ,0 ,8 ,219 ,252 ,366 ,0 ,294 ,551 ,16 ,181 ,299 ,178 ,86 ,85 
20232,1150054000,화곡1동,CS200030,피부관리실,142578841 ,877 ,78647940 ,63930901 ,26865458 ,26426335 ,6104186 ,7248570 ,12003391 ,58572737 ,5358164 ,4003467 ,15287861 ,35316812 ,8532986 ,76273505 ,3164210 ,11788055 ,130042765 ,0 ,4063438 ,25375272 ,42685673 ,35561541 ,34144897 ,481 ,396 ,142 ,109 ,57 ,45 ,128 ,349 ,47 ,22 ,227 ,157 ,110 ,324 ,37 ,98 ,766 ,0 ,59 ,116 ,315 ,191 ,184 
20232,1150054000,화곡1동,CS200031,세탁소,236054835 ,10886 ,193580770 ,42474065 ,41776649 ,29377330 ,50782706 ,35429882 ,36214203 ,42043245 ,430820 ,0 ,29282267 ,60395413 ,50845554 ,93534535 ,1997066 ,103978040 ,114427840 ,20766 ,25962066 ,69251200 ,44541052 ,48957688 ,29673107 ,9103 ,1783 ,2145 ,1420 ,2390 ,1657 ,1491 ,1750 ,33 ,0 ,1373 ,2066 ,2337 ,4955 ,155 ,5669 ,5166 ,7 ,1346 ,3418 ,2539 ,2027 ,1498 
20232,1150054000,화곡1동,CS200032,가전제품수리,46612047 ,237 ,46612047 ,0 ,0 ,10270451 ,26861180 ,9480416 ,0 ,0 ,0 ,0 ,10270451 ,36341596 ,0 ,0 ,0 ,46612047 ,0 ,0 ,0 ,0 ,0 ,10270451 ,36341596 ,237 ,0 ,0 ,79 ,79 ,79 ,0 ,0 ,0 ,0 ,79 ,158 ,0 ,0 ,0 ,237 ,0 ,0 ,0 ,0 ,0 ,79 ,158 
20232,1150054000,화곡1동,CS200033,부동산중개업,637879845 ,4661 ,175593084 ,462286761 ,17595259 ,33735857 ,31561237 ,21970178 ,70730553 ,433165017 ,29121744 ,0 ,372343656 ,41472807 ,45072604 ,151138713 ,27852065 ,510200532 ,127679313 ,0 ,69661319 ,110324402 ,38206426 ,416673000 ,3014698 ,2713 ,1948 ,286 ,381 ,524 ,428 ,1094 ,1378 ,570 ,0 ,48 ,571 ,1093 ,2615 ,334 ,2306 ,2355 ,0 ,1638 ,2112 ,528 ,334 ,49 
20232,1150054000,화곡1동,CS200034,여관,2075371264 ,49020 ,1258113221 ,817258043 ,233017719 ,262253885 ,222267582 ,245270087 ,295303948 ,452636600 ,364621443 ,563475569 ,204094515 ,117977507 ,207610189 ,581024917 ,401188567 ,1483938476 ,428106890 ,42001959 ,387680129 ,496535443 ,436248186 ,366675770 ,182903878 ,30128 ,18892 ,6022 ,5956 ,5536 ,5920 ,6694 ,9689 ,9203 ,10805 ,3414 ,3883 ,7429 ,13803 ,9686 ,35525 ,11839 ,1404 ,12789 ,12169 ,8926 ,7716 ,4357 
20232,1150054000,화곡1동,CS200037,노래방,1252731449 ,27641 ,772317240 ,480414209 ,183178302 ,159268746 ,137543200 ,138140455 ,154186537 ,262519324 ,217894885 ,492679169 ,105214522 ,70732847 ,64785909 ,144590823 ,374728179 ,1034299713 ,183401885 ,3484667 ,77122100 ,147593038 ,375452164 ,400401716 ,213647913 ,17954 ,9687 ,3907 ,3331 ,3397 ,3292 ,4027 ,4906 ,4781 ,5939 ,700 ,895 ,2441 ,7886 ,9780 ,18182 ,9353 ,991 ,9816 ,7815 ,3826 ,3353 ,1737 
20232,1150054000,화곡1동,CS300001,슈퍼마켓,3439285415 ,274859 ,2433722362 ,1005563053 ,468805841 ,488671524 ,463697709 ,449850290 ,562696998 ,531616892 ,473946161 ,9602566 ,403120285 ,600577782 ,741677535 ,1297473703 ,386833544 ,1856536702 ,1387673640 ,3558755 ,218133403 ,594070171 ,800228995 ,759215604 ,869003415 ,192332 ,82527 ,38711 ,38325 ,37301 ,37284 ,40711 ,41468 ,41059 ,1301 ,28319 ,39164 ,52198 ,112452 ,41425 ,168207 ,104649 ,786 ,27113 ,61002 ,70086 ,56172 ,57696 
20232,1150054000,화곡1동,CS300002,편의점,13392929788 ,1832720 ,9203285449 ,4189644339 ,1813187100 ,1797577968 ,1773176265 ,1774224814 ,2045119302 ,2168724855 ,2020919484 ,1960175657 ,1638322276 ,1206437994 ,1498935931 ,3838146435 ,3250911495 ,8443318501 ,4949611287 ,77900392 ,2740519527 ,4774805831 ,2857097301 ,1811864186 ,1130742551 ,1277792 ,554928 ,254665 ,250202 ,250761 ,250557 ,271607 ,286301 ,268627 ,240147 ,274777 ,186678 ,210170 ,507010 ,413938 ,1135096 ,697624 ,16710 ,440180 ,646324 ,348323 ,239994 ,141189 
20232,1150054000,화곡1동,CS300004,핸드폰,56067870 ,834 ,52172024 ,3895846 ,42928470 ,0 ,462731 ,7893871 ,886952 ,3895846 ,0 ,0 ,0 ,1449733 ,10829864 ,43788273 ,0 ,51709293 ,4358577 ,0 ,0 ,0 ,1134940 ,42928470 ,12004460 ,594 ,240 ,177 ,0 ,62 ,178 ,177 ,240 ,0 ,0 ,0 ,240 ,385 ,209 ,0 ,532 ,302 ,0 ,0 ,0 ,62 ,177 ,595 
