기준_년분기_코드,행정동_코드,행정동_코드_명,서비스_업종_코드,서비스_업종_코드_명,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수
20231,1111051500,청운효자동,CS100001,한식음식점,4044405878 ,128881 ,2933978151 ,1110427727 ,515654088 ,532422029 ,586919669 ,610083256 ,688899109 ,679350088 ,431077639 ,18343834 ,51602523 ,1414300010 ,608576962 ,1541686853 ,409895696 ,1792274992 ,1517474794 ,8772948 ,548224872 ,825620273 ,607715083 ,716387382 ,603029224 ,93368 ,35513 ,18034 ,16951 ,18389 ,18767 ,21227 ,21073 ,14440 ,384 ,2679 ,56444 ,26539 ,38021 ,4814 ,57702 ,59544 ,618 ,22428 ,28949 ,22890 ,24205 ,18154 
20231,1111051500,청운효자동,CS100003,일식음식점,440409096 ,17294 ,303271351 ,137137745 ,26966279 ,69676863 ,64109282 ,65523514 ,76995413 ,85809485 ,51328260 ,3011177 ,91386 ,207458131 ,66539115 ,145539340 ,17769947 ,155919330 ,215560855 ,4294467 ,133664241 ,99377520 ,63052276 ,49135483 ,21956203 ,12155 ,5139 ,737 ,3062 ,2755 ,2397 ,3204 ,2957 ,2182 ,59 ,5 ,9142 ,3089 ,4766 ,233 ,6519 ,9708 ,266 ,6051 ,4598 ,2503 ,2118 ,689 
20231,1111051500,청운효자동,CS100004,양식음식점,2079840033 ,36469 ,1261311797 ,818528236 ,160368115 ,216942317 ,290884887 ,274406091 ,318710387 ,514089297 ,304438939 ,25356103 ,256875 ,499081493 ,401178604 ,761887355 ,392079603 ,772663864 ,1062371749 ,4411131 ,470438427 ,689870102 ,290857399 ,261391903 ,118066654 ,22143 ,14326 ,2440 ,4453 ,4795 ,4794 ,5661 ,8679 ,5647 ,389 ,19 ,10970 ,8310 ,13732 ,3049 ,11639 ,22519 ,208 ,12284 ,11402 ,4560 ,4137 ,1567 
20231,1111051500,청운효자동,CS100005,제과점,833615483 ,61657 ,498790912 ,334824571 ,89378438 ,95309892 ,106872163 ,100247913 ,106982506 ,175290306 ,159534265 ,0 ,61389428 ,236692409 ,321008159 ,210800566 ,3724921 ,276762497 ,536227904 ,3526385 ,165870812 ,233559101 ,168286981 ,157896627 ,83850498 ,36912 ,24745 ,6804 ,6784 ,8213 ,7303 ,7808 ,12915 ,11830 ,0 ,4763 ,16880 ,23512 ,16121 ,381 ,19895 ,40766 ,341 ,13420 ,17153 ,12246 ,11275 ,6222 
20231,1111051500,청운효자동,CS100006,패스트푸드점,31372426 ,2752 ,23495453 ,7876973 ,6264218 ,3060098 ,3456514 ,3992673 ,6721950 ,1664089 ,6212884 ,0 ,10192722 ,8605637 ,6637818 ,5936249 ,0 ,10751697 ,10768809 ,627419 ,5387257 ,5037898 ,7356500 ,1890816 ,1220617 ,2181 ,571 ,399 ,442 ,541 ,485 ,314 ,186 ,385 ,0 ,399 ,1113 ,940 ,300 ,0 ,1083 ,1497 ,100 ,656 ,684 ,727 ,313 ,100 
20231,1111051500,청운효자동,CS100008,분식전문점,260060258 ,14655 ,154859950 ,105200308 ,28924429 ,27645206 ,29899258 ,33750389 ,34640668 ,57950692 ,47249616 ,2036163 ,4410085 ,78936292 ,66248132 ,82227317 ,26202269 ,99317336 ,144161663 ,620675 ,65922911 ,69016940 ,42957093 ,44672392 ,20288987 ,8513 ,6142 ,1628 ,1559 ,1775 ,1700 ,1851 ,3324 ,2818 ,30 ,295 ,4410 ,5005 ,4493 ,422 ,5484 ,8749 ,93 ,4608 ,3865 ,2486 ,2462 ,721 
20231,1111051500,청운효자동,CS100009,호프-간이주점,192476778 ,2906 ,121550364 ,70926414 ,8287916 ,21664866 ,27467564 ,29975635 ,34154383 ,44396760 ,26529654 ,27489831 ,0 ,0 ,3373964 ,55982118 ,105630865 ,84975019 ,84093320 ,0 ,47133453 ,66828735 ,20618667 ,19597766 ,14889716 ,1849 ,1057 ,168 ,353 ,414 ,372 ,542 ,623 ,434 ,300 ,0 ,0 ,77 ,996 ,1533 ,1366 ,1326 ,0 ,712 ,928 ,339 ,396 ,317 
20231,1111051500,청운효자동,CS100010,커피-음료,4706636992 ,353328 ,3206502805 ,1500134187 ,506080319 ,663920856 ,577964905 ,806060401 ,652476324 ,835870035 ,664264152 ,2329942 ,262150614 ,1456529847 ,1530097290 ,1025767813 ,429761486 ,1386143122 ,2963869204 ,15988499 ,1093209056 ,1177309255 ,845494096 ,638530359 ,579481066 ,242739 ,110589 ,45152 ,45623 ,50894 ,48778 ,52292 ,60470 ,50119 ,28 ,41633 ,121921 ,114581 ,73450 ,1715 ,108373 ,227179 ,1651 ,91181 ,98710 ,66323 ,53976 ,23712 
20231,1111051500,청운효자동,CS200001,일반교습학원,418953533 ,997 ,380964689 ,37988844 ,108576594 ,117273916 ,44479586 ,50248450 ,60386143 ,23880704 ,14108140 ,0 ,1836735 ,3831799 ,228191689 ,183440249 ,1653061 ,52609347 ,366344186 ,0 ,0 ,11021985 ,341138321 ,66793227 ,0 ,853 ,144 ,324 ,132 ,145 ,67 ,185 ,100 ,44 ,0 ,13 ,25 ,669 ,284 ,6 ,146 ,851 ,0 ,0 ,44 ,821 ,132 ,0 
20231,1111051500,청운효자동,CS200003,예술학원,135215385 ,870 ,132149811 ,3065574 ,48211434 ,14162796 ,33502351 ,33746203 ,2527027 ,3065574 ,0 ,0 ,9204462 ,2527027 ,58198395 ,52066627 ,13218874 ,53245507 ,81969878 ,0 ,0 ,45704389 ,86524510 ,2986486 ,0 ,842 ,28 ,309 ,97 ,230 ,183 ,23 ,28 ,0 ,0 ,51 ,23 ,385 ,360 ,51 ,307 ,563 ,0 ,0 ,328 ,519 ,23 ,0 
20231,1111051500,청운효자동,CS200005,스포츠 강습,37177111 ,151 ,37177111 ,0 ,10921555 ,0 ,18700000 ,2077778 ,5477778 ,0 ,0 ,0 ,0 ,10921555 ,4911111 ,21344445 ,0 ,19610444 ,17566667 ,0 ,0 ,0 ,31132667 ,6044444 ,0 ,151 ,0 ,19 ,0 ,75 ,19 ,38 ,0 ,0 ,0 ,0 ,19 ,19 ,113 ,0 ,57 ,94 ,0 ,0 ,0 ,132 ,19 ,0 
20231,1111051500,청운효자동,CS200006,일반의원,455529647 ,46827 ,400529228 ,55000419 ,89924393 ,76960756 ,57595962 ,83882946 ,92165171 ,55000419 ,0 ,0 ,122534014 ,140554769 ,117639493 ,74801371 ,0 ,178748720 ,276780927 ,2103339 ,34414730 ,93898746 ,118914016 ,88170652 ,118028164 ,41097 ,5730 ,9484 ,7952 ,6728 ,8452 ,8481 ,5730 ,0 ,0 ,12552 ,12273 ,14143 ,7859 ,0 ,19156 ,27671 ,431 ,2770 ,9132 ,14493 ,8517 ,11484 
20231,1111051500,청운효자동,CS200007,치과의원,202426285 ,1123 ,182467354 ,19958931 ,38403001 ,53749697 ,11713951 ,25397137 ,53203568 ,19958931 ,0 ,0 ,17057752 ,58400090 ,110765072 ,16203371 ,0 ,125042782 ,77383503 ,0 ,169447 ,5123393 ,43282794 ,78286365 ,75564286 ,1077 ,46 ,265 ,193 ,127 ,211 ,281 ,46 ,0 ,0 ,163 ,302 ,565 ,93 ,0 ,658 ,465 ,0 ,17 ,67 ,306 ,235 ,498 
20231,1111051500,청운효자동,CS200026,자동차미용,208231083 ,1977 ,183139599 ,25091484 ,25216147 ,19278872 ,28644447 ,41876159 ,68123974 ,25091484 ,0 ,0 ,78155827 ,43029215 ,63077067 ,23968974 ,0 ,130924474 ,23475338 ,0 ,10910770 ,17506813 ,58569736 ,42604397 ,24808097 ,1695 ,282 ,450 ,273 ,282 ,324 ,366 ,282 ,0 ,0 ,600 ,526 ,653 ,198 ,0 ,874 ,361 ,0 ,40 ,235 ,245 ,450 ,266 
20231,1111051500,청운효자동,CS200028,미용실,163393892 ,5513 ,116661507 ,46732385 ,17489730 ,21155369 ,29284775 ,24335290 ,24396343 ,33528545 ,13203840 ,0 ,4255385 ,47016628 ,53095344 ,56498719 ,2527816 ,71600387 ,90945123 ,2169687 ,11755785 ,23926020 ,41173198 ,46592059 ,36928761 ,3974 ,1539 ,702 ,696 ,831 ,802 ,943 ,1092 ,447 ,0 ,238 ,1468 ,1730 ,2002 ,75 ,3120 ,2361 ,107 ,478 ,947 ,1338 ,1481 ,1130 
20231,1111051500,청운효자동,CS200030,피부관리실,12987235 ,71 ,2093617 ,10893618 ,765958 ,0 ,689362 ,153191 ,485106 ,10714895 ,178723 ,0 ,0 ,612766 ,11021276 ,1353193 ,0 ,382978 ,12604257 ,0 ,1174469 ,919150 ,510638 ,382978 ,10000000 ,53 ,18 ,21 ,0 ,17 ,5 ,10 ,13 ,5 ,0 ,0 ,15 ,25 ,31 ,0 ,10 ,61 ,0 ,26 ,20 ,5 ,10 ,10 
20231,1111051500,청운효자동,CS200031,세탁소,34796116 ,1961 ,26487268 ,8308848 ,6771189 ,3323315 ,6095586 ,4218147 ,6079031 ,8308848 ,0 ,0 ,5387375 ,10085925 ,12981306 ,6341510 ,0 ,15800864 ,18129895 ,66451 ,1567885 ,6513769 ,8673130 ,9223160 ,7886364 ,1579 ,382 ,406 ,220 ,360 ,237 ,356 ,382 ,0 ,0 ,310 ,583 ,709 ,359 ,0 ,934 ,1001 ,7 ,109 ,275 ,641 ,467 ,436 
20231,1111051500,청운효자동,CS300001,슈퍼마켓,1863136292 ,156250 ,1396952536 ,466183756 ,278521087 ,256995198 ,277745163 ,278065178 ,305625910 ,283950980 ,182232776 ,3769660 ,232161791 ,332363084 ,468399859 ,653959891 ,172482007 ,840353466 ,916820573 ,6448837 ,108899482 ,235191171 ,408645532 ,437343106 ,560645913 ,115367 ,40883 ,23238 ,22272 ,22701 ,22814 ,24342 ,23714 ,17169 ,433 ,18324 ,27018 ,36706 ,56908 ,16861 ,79026 ,73006 ,2117 ,12961 ,25598 ,36083 ,35129 ,40146 
20231,1111051500,청운효자동,CS300002,편의점,1128842352 ,160503 ,809975850 ,318866502 ,157964400 ,147624081 ,167867678 ,154617214 ,181902477 ,154758932 ,164107570 ,67249212 ,181840837 ,166546737 ,165924393 ,314674276 ,232606897 ,690084038 ,389972054 ,13215615 ,158684074 ,297001084 ,243549425 ,227808442 ,139797452 ,116761 ,43742 ,22458 ,22101 ,23434 ,23379 ,25389 ,21242 ,22500 ,8513 ,27920 ,25722 ,25954 ,42478 ,29916 ,97584 ,60112 ,3493 ,28875 ,43709 ,32523 ,32589 ,16508 
20231,1111051500,청운효자동,CS300006,미곡판매,14148839 ,249 ,14148839 ,0 ,7943208 ,0 ,0 ,6205631 ,0 ,0 ,0 ,0 ,6205631 ,7943208 ,0 ,0 ,0 ,6205631 ,7943208 ,0 ,0 ,0 ,0 ,0 ,14148839 ,249 ,0 ,166 ,0 ,0 ,83 ,0 ,0 ,0 ,0 ,83 ,166 ,0 ,0 ,0 ,83 ,166 ,0 ,0 ,0 ,0 ,0 ,249 
20231,1111051500,청운효자동,CS300007,육류판매,74961063 ,2028 ,55287455 ,19673608 ,2044492 ,14249645 ,7667024 ,6147854 ,25178440 ,11810690 ,7862918 ,0 ,949518 ,16175553 ,34040385 ,23795607 ,0 ,25888665 ,49072398 ,302032 ,1355524 ,3034853 ,10260422 ,48992090 ,11016142 ,1312 ,716 ,133 ,167 ,331 ,234 ,447 ,259 ,457 ,0 ,67 ,399 ,655 ,907 ,0 ,836 ,1192 ,27 ,105 ,257 ,305 ,840 ,494 
20231,1111051500,청운효자동,CS300008,수산물판매,95068103 ,2877 ,82201513 ,12866590 ,13049518 ,7864232 ,38076807 ,10659951 ,12551005 ,10496942 ,2369648 ,206553 ,40758269 ,18380678 ,21422700 ,14299903 ,0 ,21166660 ,40704418 ,0 ,379040 ,1776986 ,12630716 ,13557683 ,33526654 ,2243 ,634 ,407 ,379 ,419 ,498 ,540 ,499 ,135 ,9 ,534 ,695 ,1068 ,571 ,0 ,958 ,1872 ,0 ,17 ,133 ,534 ,708 ,1439 
20231,1111051500,청운효자동,CS300009,청과상,690079314 ,39096 ,510177664 ,179901650 ,82842504 ,80948268 ,106607767 ,128265353 ,111513772 ,132614519 ,47287131 ,0 ,81333192 ,165104911 ,218545668 ,220166862 ,4928681 ,194563936 ,456797608 ,113370 ,21033945 ,50264976 ,157517659 ,140988373 ,281443220 ,28149 ,10947 ,5420 ,4807 ,6002 ,5569 ,6351 ,7686 ,3261 ,0 ,4180 ,8990 ,13639 ,11911 ,376 ,12178 ,25160 ,19 ,1552 ,3859 ,8562 ,9541 ,13805 
20231,1111051500,청운효자동,CS300010,반찬가게,25137782 ,1095 ,16246004 ,8891778 ,108557 ,4401481 ,3993900 ,2817539 ,4924527 ,8891778 ,0 ,0 ,0 ,7980890 ,9730628 ,7110463 ,315801 ,3213379 ,21667814 ,0 ,4276782 ,5368758 ,6833600 ,6568824 ,1833229 ,721 ,374 ,10 ,188 ,188 ,128 ,207 ,374 ,0 ,0 ,0 ,325 ,474 ,286 ,10 ,163 ,922 ,0 ,185 ,236 ,296 ,308 ,61 
20231,1111051500,청운효자동,CS300011,일반의류,459879379 ,3749 ,301920280 ,157959099 ,49403365 ,49888450 ,63567711 ,46693626 ,92367128 ,83641089 ,74318010 ,0 ,8211808 ,131546780 ,174908220 ,145212571 ,0 ,80639663 ,359443144 ,148229 ,34816806 ,80928779 ,92520326 ,110004397 ,121664270 ,2046 ,1703 ,118 ,298 ,466 ,474 ,690 ,936 ,767 ,0 ,47 ,758 ,1722 ,1222 ,0 ,654 ,3017 ,13 ,573 ,777 ,861 ,915 ,533 
20231,1111051500,청운효자동,CS300014,신발,24000000 ,1143 ,24000000 ,0 ,3047619 ,2666667 ,3428571 ,11047619 ,3809524 ,0 ,0 ,0 ,9523809 ,8761905 ,3047619 ,2666667 ,0 ,12952381 ,8000000 ,0 ,9523810 ,0 ,0 ,3428571 ,8000000 ,1143 ,0 ,191 ,190 ,190 ,382 ,190 ,0 ,0 ,0 ,191 ,572 ,190 ,190 ,0 ,381 ,571 ,0 ,190 ,0 ,0 ,190 ,571 
20231,1111051500,청운효자동,CS300016,안경,113999486 ,1242 ,90077423 ,23922063 ,9497845 ,19316791 ,17542282 ,24412163 ,19308342 ,21834903 ,2087160 ,0 ,12455359 ,32541103 ,34746564 ,34256460 ,0 ,44844360 ,69155126 ,633753 ,11010402 ,25958521 ,25223369 ,24167114 ,27006327 ,972 ,270 ,161 ,187 ,161 ,201 ,262 ,236 ,34 ,0 ,102 ,313 ,372 ,455 ,0 ,490 ,752 ,16 ,220 ,263 ,262 ,270 ,211 
20231,1111051500,청운효자동,CS300017,시계및귀금속,65000000 ,45 ,65000000 ,0 ,0 ,63049955 ,0 ,0 ,1950045 ,0 ,0 ,0 ,0 ,0 ,63049955 ,1950045 ,0 ,63049955 ,1950045 ,0 ,0 ,1950045 ,0 ,63049955 ,0 ,45 ,0 ,0 ,30 ,0 ,0 ,15 ,0 ,0 ,0 ,0 ,0 ,30 ,15 ,0 ,30 ,15 ,0 ,0 ,15 ,0 ,30 ,0 
20231,1111051500,청운효자동,CS300018,의약품,976198574 ,76425 ,817903522 ,158295052 ,170747764 ,161288956 ,138499849 ,174528687 ,172838266 ,140930126 ,17364926 ,0 ,166576474 ,265338444 ,298607794 ,240888599 ,4787263 ,462574626 ,500741204 ,3195406 ,42099323 ,122385065 ,189623119 ,219111480 ,386901435 ,64423 ,12002 ,14005 ,12360 ,11580 ,13040 ,13438 ,10354 ,1648 ,0 ,13355 ,19857 ,23046 ,19847 ,320 ,33197 ,42798 ,584 ,5882 ,14702 ,19099 ,15327 ,20400 
20231,1111051500,청운효자동,CS300020,서적,4532873407 ,18160 ,4394905677 ,137967730 ,778665774 ,654034842 ,1443396132 ,143391229 ,1375417700 ,81666801 ,56300929 ,0 ,625942297 ,2731032643 ,1016864413 ,148170506 ,10863548 ,180521630 ,4099554118 ,536111 ,1804009205 ,210626144 ,50961983 ,2144026936 ,69915370 ,14310 ,3850 ,1918 ,3719 ,1995 ,3486 ,3192 ,3007 ,843 ,0 ,346 ,4548 ,9865 ,3139 ,262 ,5296 ,11041 ,52 ,3704 ,3855 ,2900 ,2500 ,3329 
20231,1111051500,청운효자동,CS300027,섬유제품,25673386 ,1068 ,23317453 ,2355933 ,6329607 ,4523391 ,2833401 ,5805019 ,3826035 ,2355933 ,0 ,0 ,2355933 ,6106577 ,13080141 ,4130735 ,0 ,10281291 ,15392095 ,0 ,0 ,0 ,747616 ,4906622 ,20019148 ,1037 ,31 ,157 ,157 ,94 ,314 ,315 ,31 ,0 ,0 ,31 ,410 ,471 ,156 ,0 ,346 ,722 ,0 ,0 ,0 ,31 ,283 ,754 
20231,1111051500,청운효자동,CS300028,화초,236649780 ,5135 ,195475383 ,41174397 ,42784907 ,18655665 ,36308324 ,61443776 ,36282711 ,25522163 ,15652234 ,2906546 ,14256215 ,50129151 ,27408418 ,141917822 ,31628 ,56750272 ,159382729 ,0 ,38978350 ,39426548 ,31957670 ,35362305 ,70408128 ,3766 ,1369 ,117 ,633 ,954 ,1129 ,933 ,687 ,682 ,96 ,394 ,1495 ,836 ,2311 ,3 ,1926 ,2915 ,0 ,1311 ,1321 ,1145 ,884 ,178 
20231,1111051500,청운효자동,CS300035,인테리어,1158013 ,91 ,1158013 ,0 ,152370 ,0 ,0 ,1005643 ,0 ,0 ,0 ,0 ,0 ,152370 ,426637 ,579006 ,0 ,152370 ,1005643 ,0 ,0 ,152370 ,579006 ,0 ,426637 ,91 ,0 ,30 ,0 ,0 ,61 ,0 ,0 ,0 ,0 ,0 ,30 ,30 ,31 ,0 ,30 ,61 ,0 ,0 ,30 ,30 ,0 ,31 
20231,1111051500,청운효자동,CS300043,전자상거래업,3000000 ,13 ,1970325 ,1029675 ,406208 ,274292 ,456641 ,362512 ,470672 ,1029675 ,0 ,0 ,0 ,734639 ,1227015 ,1038346 ,0 ,2083121 ,819929 ,0 ,547119 ,1224367 ,426459 ,394306 ,271740 ,7 ,6 ,1 ,0 ,4 ,1 ,1 ,6 ,0 ,0 ,0 ,2 ,5 ,6 ,0 ,8 ,5 ,0 ,3 ,7 ,3 ,1 ,0 
20231,1111053000,사직동,CS100001,한식음식점,36606440193 ,860864 ,29234786228 ,7371653965 ,5190860799 ,5517150214 ,5914810971 ,6575174469 ,6036789775 ,4269441370 ,3102212595 ,363864984 ,425865402 ,13001845750 ,3605477830 ,13860417858 ,5348968369 ,14640995471 ,10555202337 ,56934411 ,3486557187 ,6208295454 ,5526277590 ,5345466828 ,4572666334 ,718531 ,142333 ,134613 ,138425 ,144541 ,151696 ,149256 ,80157 ,62176 ,4702 ,24504 ,448552 ,92096 ,237204 ,53806 ,384462 ,327908 ,2921 ,108456 ,188656 ,161302 ,144558 ,106480 
20231,1111053000,사직동,CS100002,중식음식점,2749772808 ,58184 ,2315386243 ,434386565 ,374879643 ,466393927 ,455340444 ,554864321 ,463907908 ,258690684 ,175695881 ,10194960 ,5254420 ,1340454834 ,226448615 ,945167903 ,222252076 ,1013872600 ,615019452 ,3301490 ,196258043 ,449588146 ,403258765 ,339177871 ,237307735 ,49827 ,8357 ,8127 ,9623 ,10568 ,10948 ,10561 ,5134 ,3223 ,125 ,52 ,35421 ,4666 ,16238 ,1682 ,25785 ,18372 ,170 ,6631 ,12767 ,11168 ,8286 ,5129 
20231,1111053000,사직동,CS100003,일식음식점,5112116728 ,85183 ,4204601731 ,907514997 ,702497225 ,907122867 ,797139721 ,889907338 ,907934580 ,554416317 ,353098680 ,84190753 ,3008108 ,1844300233 ,380615629 ,1979040835 ,820961170 ,1894925405 ,1403888925 ,16437377 ,566064849 ,920339983 ,689910211 ,641677560 ,464384343 ,72933 ,12250 ,13163 ,14795 ,14410 ,15196 ,15369 ,7002 ,5248 ,1061 ,75 ,44452 ,6393 ,26944 ,6258 ,31385 ,33216 ,510 ,14444 ,20046 ,13464 ,9348 ,6794 
20231,1111053000,사직동,CS100004,양식음식점,5351867817 ,86209 ,4360203091 ,991664726 ,664523080 ,858212216 ,873153568 ,904548996 ,1059765231 ,698642970 ,293021756 ,99050394 ,6288570 ,2111091502 ,434726295 ,1741444212 ,959266844 ,1764616480 ,1821415772 ,9591635 ,608165268 ,1229846874 ,764488559 ,600570987 ,373368929 ,71053 ,15156 ,12066 ,14151 ,13709 ,14801 ,16326 ,10352 ,4804 ,1012 ,261 ,45324 ,8272 ,23678 ,7662 ,28985 ,38836 ,363 ,14610 ,24286 ,14341 ,9440 ,4787 
20231,1111053000,사직동,CS100005,제과점,1203469660 ,98124 ,936475463 ,266994197 ,153971529 ,188022761 ,212693121 ,188616935 ,193171117 ,151280952 ,115713245 ,0 ,219758026 ,313634561 ,255909670 ,329399722 ,84767681 ,418611317 ,602795359 ,6628980 ,147151304 ,229217462 ,209460677 ,202132665 ,226815590 ,76205 ,21919 ,13631 ,15325 ,15751 ,15561 ,15937 ,12236 ,9683 ,0 ,21505 ,25346 ,19577 ,24804 ,6892 ,34683 ,56572 ,893 ,15016 ,21033 ,18492 ,17149 ,18671 
20231,1111053000,사직동,CS100006,패스트푸드점,902523398 ,73576 ,694621246 ,207902152 ,114070952 ,134322336 ,134556525 ,141410681 ,170260752 ,106852387 ,101049765 ,0 ,127863682 ,341368840 ,196958822 ,218977467 ,17354587 ,306659921 ,453485432 ,10636321 ,158691285 ,229069878 ,158189161 ,124180020 ,79378690 ,58576 ,15000 ,10730 ,12013 ,11560 ,12164 ,12109 ,7781 ,7219 ,0 ,11981 ,30646 ,13801 ,16760 ,388 ,25863 ,41870 ,1245 ,16110 ,21972 ,12457 ,10000 ,5954 
20231,1111053000,사직동,CS100007,치킨전문점,673323360 ,13419 ,542834359 ,130489001 ,85333397 ,104544207 ,111034063 ,120694233 ,121228459 ,83224477 ,47264524 ,15959240 ,0 ,28338982 ,24649174 ,262580996 ,341794968 ,292877182 ,262611148 ,1829275 ,86249875 ,172651425 ,147499620 ,103831999 ,43426138 ,10579 ,2840 ,1787 ,1961 ,2260 ,2022 ,2549 ,1737 ,1103 ,230 ,0 ,965 ,548 ,5625 ,6051 ,6007 ,5917 ,49 ,1996 ,3726 ,2834 ,2359 ,958 
20231,1111053000,사직동,CS100008,분식전문점,3873407647 ,293793 ,2970045028 ,903362619 ,529020580 ,530502956 ,614724445 ,623025037 ,672772010 ,513093935 ,390268684 ,10853968 ,378665845 ,1415172859 ,584103197 ,1188483139 ,296128639 ,1415534488 ,1862866579 ,24952513 ,691884582 ,989093438 ,749808078 ,554546527 ,268115928 ,233325 ,60468 ,40173 ,43828 ,47837 ,51247 ,50240 ,32006 ,28462 ,226 ,48665 ,116055 ,48168 ,74247 ,6432 ,113453 ,159995 ,3401 ,54121 ,78298 ,65918 ,47838 ,23877 
20231,1111053000,사직동,CS100009,호프-간이주점,3245160419 ,51024 ,2397717580 ,847442839 ,358671517 ,469084133 ,476680438 ,543884276 ,549397216 ,544340690 ,303102149 ,449136754 ,782421 ,108913261 ,83668976 ,720524889 ,1882134118 ,1655935693 ,1048296649 ,17189333 ,563397044 ,782526843 ,527902399 ,539238982 ,273977745 ,37642 ,13382 ,6243 ,6928 ,7643 ,7971 ,8857 ,8556 ,4826 ,4510 ,62 ,5175 ,2018 ,13548 ,25711 ,24780 ,20346 ,317 ,10325 ,13222 ,7997 ,8306 ,4962 
20231,1111053000,사직동,CS100010,커피-음료,11873456152 ,1192532 ,9059540063 ,2813916089 ,1637167639 ,1832625931 ,1860409654 ,1821441244 ,1907895595 ,1608023523 ,1205892566 ,29366263 ,1575698139 ,4851839816 ,3138288012 ,1991280745 ,286983177 ,4133756594 ,6218815027 ,59506841 ,2550874701 ,3432295742 ,2011601273 ,1493797805 ,804495262 ,968801 ,223731 ,179253 ,190909 ,194386 ,200970 ,203283 ,126157 ,97574 ,124 ,268010 ,478664 ,269309 ,162118 ,14307 ,461774 ,641519 ,8793 ,275877 ,378987 ,224268 ,147834 ,67525 
20231,1111053000,사직동,CS200001,일반교습학원,530884353 ,1241 ,433652089 ,97232264 ,105540040 ,70675295 ,67622586 ,69065751 ,120748417 ,71877411 ,25354853 ,3472276 ,26533980 ,37898452 ,138825956 ,260574859 ,63578830 ,180395459 ,350488894 ,0 ,0 ,8555016 ,264602025 ,245417869 ,12309443 ,979 ,262 ,227 ,152 ,210 ,137 ,253 ,190 ,72 ,14 ,108 ,108 ,319 ,570 ,122 ,489 ,752 ,0 ,0 ,28 ,735 ,464 ,14 
20231,1111053000,사직동,CS200003,예술학원,268423172 ,995 ,229578640 ,38844532 ,26767722 ,55707133 ,39905287 ,44099411 ,63099087 ,38844532 ,0 ,0 ,0 ,55267424 ,107741751 ,98971899 ,6442098 ,111212679 ,153054301 ,0 ,25250858 ,76578250 ,117462849 ,44975022 ,0 ,888 ,107 ,141 ,234 ,149 ,193 ,171 ,107 ,0 ,0 ,0 ,156 ,347 ,461 ,31 ,407 ,568 ,0 ,115 ,287 ,422 ,151 ,0 
20231,1111053000,사직동,CS200005,스포츠 강습,267088696 ,731 ,247311553 ,19777143 ,30836167 ,45024129 ,75038459 ,68185645 ,28227153 ,19777143 ,0 ,0 ,17631167 ,91836483 ,28454554 ,68760994 ,60405498 ,85994871 ,170801770 ,0 ,23413154 ,98790777 ,44883760 ,26341143 ,63367806 ,666 ,65 ,114 ,85 ,233 ,154 ,80 ,65 ,0 ,0 ,40 ,253 ,66 ,236 ,136 ,161 ,534 ,0 ,106 ,267 ,136 ,82 ,104 
20231,1111053000,사직동,CS200006,일반의원,1629779680 ,50792 ,1494567939 ,135211741 ,319897497 ,250513985 ,259946919 ,297099689 ,367109849 ,129778913 ,5432828 ,0 ,242143335 ,588545241 ,453611763 ,345479341 ,0 ,632667161 ,997112519 ,128601 ,174717551 ,481490053 ,328591796 ,405572171 ,239279508 ,48231 ,2561 ,10861 ,9232 ,8957 ,9296 ,9885 ,2350 ,211 ,0 ,12233 ,16820 ,15430 ,6309 ,0 ,22094 ,28698 ,14 ,6919 ,13850 ,11117 ,10148 ,8744 
20231,1111053000,사직동,CS200007,치과의원,2252466101 ,17505 ,2042035158 ,210430943 ,524789806 ,436690008 ,349921772 ,306680125 ,423953447 ,195392400 ,15038543 ,0 ,231579671 ,720970732 ,875757573 ,420315453 ,3842672 ,1264837522 ,961927473 ,3309737 ,121339841 ,368765282 ,485715132 ,662190522 ,585444481 ,15639 ,1866 ,3572 ,3209 ,3111 ,2613 ,3134 ,1519 ,347 ,0 ,2472 ,5917 ,5933 ,3176 ,7 ,7810 ,9549 ,39 ,2038 ,3852 ,3405 ,3731 ,4294 
