기준_년분기_코드,행정동_코드,행정동_코드_명,서비스_업종_코드,서비스_업종_코드_명,점포_수,유사_업종_점포_수,개업_율,개업_점포_수,폐업_률,폐업_점포_수,프랜차이즈_점포_수
20231,1117052000,용산2가동,CS200016,당구장,2,2,0,0,0,0,0
20231,1117052000,용산2가동,CS200020,전자게임장,1,1,0,0,0,0,0
20231,1117052000,용산2가동,CS200021,기타오락장,4,4,0,0,0,0,0
20231,1117052000,용산2가동,CS200024,스포츠클럽,2,2,0,0,0,0,0
20231,1117052000,용산2가동,CS200025,자동차수리,1,1,0,0,0,0,0
20231,1117052000,용산2가동,CS200027,모터사이클수리,1,1,0,0,0,0,0
20231,1117052000,용산2가동,CS200028,미용실,12,14,0,0,0,0,2
20231,1117052000,용산2가동,CS200029,네일숍,1,1,0,0,0,0,0
20231,1117052000,용산2가동,CS200030,피부관리실,3,3,33,1,0,0,0
20231,1117052000,용산2가동,CS200031,세탁소,6,7,0,0,14,1,1
20231,1117052000,용산2가동,CS200033,부동산중개업,25,25,0,0,0,0,0
20231,1117052000,용산2가동,CS200034,여관,1,1,0,0,0,0,0
20231,1117052000,용산2가동,CS200035,게스트하우스,2,2,0,0,0,0,0
20231,1117052000,용산2가동,CS200037,노래방,1,1,0,0,0,0,0
20231,1117052000,용산2가동,CS200041,사진관,13,13,0,0,0,0,0
20231,1117052000,용산2가동,CS200043,건축물청소,3,4,0,0,0,0,1
20231,1117052000,용산2가동,CS200044,여행사,2,2,0,0,0,0,0
20231,1117052000,용산2가동,CS200045,비디오/서적임대,1,1,0,0,0,0,0
20231,1117052000,용산2가동,CS300001,슈퍼마켓,25,26,0,0,4,1,1
20231,1117052000,용산2가동,CS300002,편의점,3,19,5,1,11,2,16
20231,1117052000,용산2가동,CS300003,컴퓨터및주변장치판매,4,4,0,0,0,0,0
20231,1117052000,용산2가동,CS300004,핸드폰,2,2,0,0,0,0,0
20231,1117052000,용산2가동,CS300005,주류도매,1,1,0,0,0,0,0
20231,1117052000,용산2가동,CS300007,육류판매,4,4,0,0,0,0,0
20231,1117052000,용산2가동,CS300008,수산물판매,2,2,0,0,0,0,0
20231,1117052000,용산2가동,CS300009,청과상,4,4,0,0,0,0,0
20231,1117052000,용산2가동,CS300010,반찬가게,7,7,14,1,0,0,0
20231,1117052000,용산2가동,CS300011,일반의류,33,33,6,2,6,2,0
20231,1117052000,용산2가동,CS300012,한복점,1,1,0,0,0,0,0
20231,1117052000,용산2가동,CS300013,유아의류,1,1,0,0,100,1,0
20231,1117052000,용산2가동,CS300014,신발,3,3,0,0,33,1,0
20231,1117052000,용산2가동,CS300015,가방,3,3,0,0,0,0,0
20231,1117052000,용산2가동,CS300016,안경,1,1,0,0,0,0,0
20231,1117052000,용산2가동,CS300017,시계및귀금속,1,1,0,0,0,0,0
20231,1117052000,용산2가동,CS300018,의약품,5,5,0,0,0,0,0
20231,1117052000,용산2가동,CS300020,서적,4,4,0,0,0,0,0
20231,1117052000,용산2가동,CS300021,문구,3,3,0,0,0,0,0
20231,1117052000,용산2가동,CS300022,화장품,6,6,0,0,17,1,0
20231,1117052000,용산2가동,CS300023,미용재료,2,2,0,0,0,0,0
20231,1117052000,용산2가동,CS300026,완구,1,1,0,0,0,0,0
20231,1117052000,용산2가동,CS300027,섬유제품,2,2,0,0,0,0,0
20231,1117052000,용산2가동,CS300028,화초,7,7,0,0,14,1,0
20231,1117052000,용산2가동,CS300029,애완동물,4,4,0,0,0,0,0
20231,1117052000,용산2가동,CS300031,가구,3,3,0,0,33,1,0
20231,1117052000,용산2가동,CS300032,가전제품,6,6,0,0,0,0,0
20231,1117052000,용산2가동,CS300033,철물점,2,2,0,0,0,0,0
20231,1117052000,용산2가동,CS300034,악기,1,1,0,0,0,0,0
20231,1117052000,용산2가동,CS300035,인테리어,11,11,0,0,0,0,0
20231,1117052000,용산2가동,CS300036,조명용품,5,5,0,0,0,0,0
20231,1117052000,용산2가동,CS300037,중고차판매,1,1,0,0,0,0,0
20231,1117052000,용산2가동,CS300039,모터사이클및부품,2,2,0,0,0,0,0
20231,1117052000,용산2가동,CS300041,예술품,4,4,0,0,0,0,0
20231,1117052000,용산2가동,CS300042,주유소,1,1,0,0,0,0,0
20231,1117052000,용산2가동,CS300043,전자상거래업,59,59,0,0,0,0,0
20231,1117053000,남영동,CS100001,한식음식점,204,233,3,6,2,5,29
20231,1117053000,남영동,CS100002,중식음식점,19,22,9,2,0,0,3
20231,1117053000,남영동,CS100003,일식음식점,27,30,3,1,0,0,3
20231,1117053000,남영동,CS100004,양식음식점,42,47,0,0,0,0,5
20231,1117053000,남영동,CS100005,제과점,15,38,3,1,0,0,23
20231,1117053000,남영동,CS100006,패스트푸드점,11,41,0,0,0,0,30
20231,1117053000,남영동,CS100007,치킨전문점,4,14,7,1,7,1,10
20231,1117053000,남영동,CS100008,분식전문점,47,61,5,3,5,3,14
20231,1117053000,남영동,CS100009,호프-간이주점,26,30,3,1,3,1,4
20231,1117053000,남영동,CS100010,커피-음료,66,93,5,5,5,5,27
20231,1117053000,남영동,CS200001,일반교습학원,15,15,0,0,0,0,0
20231,1117053000,남영동,CS200002,외국어학원,7,7,0,0,0,0,0
20231,1117053000,남영동,CS200003,예술학원,9,10,0,0,0,0,1
20231,1117053000,남영동,CS200004,컴퓨터학원,2,2,0,0,50,1,0
20231,1117053000,남영동,CS200005,스포츠 강습,13,13,0,0,0,0,0
20231,1117053000,남영동,CS200006,일반의원,25,25,0,0,0,0,0
20231,1117053000,남영동,CS200007,치과의원,15,15,0,0,0,0,0
20231,1117053000,남영동,CS200008,한의원,5,5,0,0,0,0,0
20231,1117053000,남영동,CS200010,변호사사무소,1,1,0,0,0,0,0
20231,1117053000,남영동,CS200012,법무사사무소,2,2,50,1,0,0,0
20231,1117053000,남영동,CS200013,기타법무서비스,2,2,0,0,0,0,0
20231,1117053000,남영동,CS200015,세무사사무소,12,12,0,0,8,1,0
20231,1117053000,남영동,CS200016,당구장,11,11,0,0,0,0,0
20231,1117053000,남영동,CS200017,골프연습장,1,1,0,0,0,0,0
20231,1117053000,남영동,CS200018,볼링장,2,2,0,0,0,0,0
20231,1117053000,남영동,CS200019,PC방,3,3,0,0,33,1,0
20231,1117053000,남영동,CS200020,전자게임장,1,1,0,0,0,0,0
20231,1117053000,남영동,CS200021,기타오락장,1,1,0,0,0,0,0
20231,1117053000,남영동,CS200022,복권방,2,2,0,0,0,0,0
20231,1117053000,남영동,CS200023,통신기기수리,4,4,0,0,0,0,0
20231,1117053000,남영동,CS200024,스포츠클럽,8,8,0,0,0,0,0
20231,1117053000,남영동,CS200025,자동차수리,4,5,0,0,0,0,1
20231,1117053000,남영동,CS200026,자동차미용,1,1,0,0,0,0,0
20231,1117053000,남영동,CS200027,모터사이클수리,3,3,0,0,0,0,0
20231,1117053000,남영동,CS200028,미용실,22,24,0,0,4,1,2
20231,1117053000,남영동,CS200029,네일숍,2,2,0,0,0,0,0
20231,1117053000,남영동,CS200030,피부관리실,7,10,20,2,0,0,3
20231,1117053000,남영동,CS200031,세탁소,5,5,0,0,0,0,0
20231,1117053000,남영동,CS200032,가전제품수리,4,4,0,0,0,0,0
20231,1117053000,남영동,CS200033,부동산중개업,54,54,0,0,2,1,0
20231,1117053000,남영동,CS200034,여관,26,26,4,1,0,0,0
20231,1117053000,남영동,CS200035,게스트하우스,8,9,0,0,11,1,1
20231,1117053000,남영동,CS200036,고시원,5,5,0,0,0,0,0
20231,1117053000,남영동,CS200037,노래방,12,14,7,1,7,1,2
20231,1117053000,남영동,CS200038,독서실,1,1,100,1,100,1,0
20231,1117053000,남영동,CS200039,DVD방,1,1,0,0,0,0,0
20231,1117053000,남영동,CS200040,녹음실,1,1,0,0,0,0,0
20231,1117053000,남영동,CS200041,사진관,12,13,0,0,0,0,1
20231,1117053000,남영동,CS200042,통번역서비스,1,1,0,0,100,1,0
20231,1117053000,남영동,CS200043,건축물청소,6,6,0,0,17,1,0
20231,1117053000,남영동,CS200044,여행사,32,32,0,0,3,1,0
20231,1117053000,남영동,CS200046,의류임대,1,1,0,0,0,0,0
20231,1117053000,남영동,CS300001,슈퍼마켓,27,27,4,1,0,0,0
20231,1117053000,남영동,CS300002,편의점,9,34,0,0,6,2,25
20231,1117053000,남영동,CS300003,컴퓨터및주변장치판매,17,17,0,0,0,0,0
20231,1117053000,남영동,CS300004,핸드폰,8,8,0,0,0,0,0
20231,1117053000,남영동,CS300005,주류도매,1,1,0,0,0,0,0
20231,1117053000,남영동,CS300006,미곡판매,3,3,0,0,0,0,0
20231,1117053000,남영동,CS300007,육류판매,1,1,0,0,0,0,0
20231,1117053000,남영동,CS300008,수산물판매,1,1,0,0,0,0,0
20231,1117053000,남영동,CS300009,청과상,3,3,0,0,0,0,0
20231,1117053000,남영동,CS300010,반찬가게,21,22,0,0,0,0,1
20231,1117053000,남영동,CS300011,일반의류,95,97,1,1,3,3,2
20231,1117053000,남영동,CS300012,한복점,1,1,0,0,0,0,0
20231,1117053000,남영동,CS300013,유아의류,4,4,0,0,0,0,0
20231,1117053000,남영동,CS300014,신발,25,25,0,0,0,0,0
20231,1117053000,남영동,CS300015,가방,11,11,0,0,0,0,0
20231,1117053000,남영동,CS300016,안경,10,11,0,0,0,0,1
20231,1117053000,남영동,CS300017,시계및귀금속,9,10,0,0,0,0,1
20231,1117053000,남영동,CS300018,의약품,15,17,0,0,0,0,2
20231,1117053000,남영동,CS300019,의료기기,2,2,0,0,0,0,0
20231,1117053000,남영동,CS300020,서적,10,10,0,0,0,0,0
20231,1117053000,남영동,CS300021,문구,9,11,0,0,0,0,2
20231,1117053000,남영동,CS300022,화장품,35,42,2,1,2,1,7
20231,1117053000,남영동,CS300023,미용재료,9,9,0,0,11,1,0
20231,1117053000,남영동,CS300024,운동/경기용품,8,8,0,0,0,0,0
20231,1117053000,남영동,CS300026,완구,3,3,0,0,0,0,0
20231,1117053000,남영동,CS300027,섬유제품,4,4,0,0,0,0,0
20231,1117053000,남영동,CS300028,화초,7,7,0,0,0,0,0
20231,1117053000,남영동,CS300029,애완동물,5,5,0,0,0,0,0
20231,1117053000,남영동,CS300031,가구,5,5,0,0,0,0,0
20231,1117053000,남영동,CS300032,가전제품,6,6,0,0,0,0,0
20231,1117053000,남영동,CS300033,철물점,3,3,0,0,0,0,0
20231,1117053000,남영동,CS300034,악기,1,1,0,0,0,0,0
20231,1117053000,남영동,CS300035,인테리어,6,6,0,0,0,0,0
20231,1117053000,남영동,CS300036,조명용품,6,6,0,0,0,0,0
20231,1117053000,남영동,CS300037,중고차판매,1,1,0,0,0,0,0
20231,1117053000,남영동,CS300038,자동차부품,1,1,0,0,100,1,0
20231,1117053000,남영동,CS300039,모터사이클및부품,1,1,0,0,0,0,0
20231,1117053000,남영동,CS300040,재생용품 판매점,1,1,0,0,0,0,0
20231,1117053000,남영동,CS300041,예술품,2,2,0,0,0,0,0
20231,1117053000,남영동,CS300042,주유소,2,2,0,0,0,0,0
20231,1117053000,남영동,CS300043,전자상거래업,88,88,0,0,5,4,0
20231,1117055500,청파동,CS100001,한식음식점,138,148,3,4,1,2,10
20231,1117055500,청파동,CS100002,중식음식점,8,10,0,0,0,0,2
20231,1117055500,청파동,CS100003,일식음식점,14,18,0,0,6,1,4
20231,1117055500,청파동,CS100004,양식음식점,42,44,2,1,0,0,2
20231,1117055500,청파동,CS100005,제과점,19,22,5,1,5,1,3
20231,1117055500,청파동,CS100006,패스트푸드점,15,22,9,2,5,1,7
20231,1117055500,청파동,CS100007,치킨전문점,9,18,6,1,11,2,9
20231,1117055500,청파동,CS100008,분식전문점,54,67,5,3,6,4,13
20231,1117055500,청파동,CS100009,호프-간이주점,7,12,0,0,0,0,5
20231,1117055500,청파동,CS100010,커피-음료,63,79,8,6,10,8,16
20231,1117055500,청파동,CS200001,일반교습학원,5,7,0,0,29,2,2
20231,1117055500,청파동,CS200002,외국어학원,1,1,100,1,0,0,0
20231,1117055500,청파동,CS200003,예술학원,4,4,0,0,25,1,0
20231,1117055500,청파동,CS200005,스포츠 강습,7,7,0,0,0,0,0
20231,1117055500,청파동,CS200006,일반의원,9,9,0,0,0,0,0
20231,1117055500,청파동,CS200007,치과의원,4,4,0,0,0,0,0
20231,1117055500,청파동,CS200008,한의원,4,4,0,0,0,0,0
20231,1117055500,청파동,CS200009,동물병원,1,1,0,0,0,0,0
20231,1117055500,청파동,CS200014,회계사사무소,1,1,0,0,0,0,0
20231,1117055500,청파동,CS200015,세무사사무소,1,1,0,0,0,0,0
20231,1117055500,청파동,CS200016,당구장,7,7,0,0,0,0,0
20231,1117055500,청파동,CS200017,골프연습장,2,2,0,0,0,0,0
20231,1117055500,청파동,CS200019,PC방,3,3,0,0,0,0,0
20231,1117055500,청파동,CS200021,기타오락장,1,1,0,0,0,0,0
20231,1117055500,청파동,CS200022,복권방,2,2,0,0,0,0,0
20231,1117055500,청파동,CS200024,스포츠클럽,2,2,0,0,0,0,0
20231,1117055500,청파동,CS200025,자동차수리,5,8,0,0,0,0,3
20231,1117055500,청파동,CS200026,자동차미용,4,4,0,0,0,0,0
20231,1117055500,청파동,CS200027,모터사이클수리,7,7,0,0,0,0,0
20231,1117055500,청파동,CS200028,미용실,34,39,5,2,5,2,5
20231,1117055500,청파동,CS200029,네일숍,5,5,0,0,0,0,0
20231,1117055500,청파동,CS200030,피부관리실,6,6,0,0,0,0,0
20231,1117055500,청파동,CS200031,세탁소,18,18,0,0,0,0,0
20231,1117055500,청파동,CS200032,가전제품수리,7,7,0,0,14,1,0
20231,1117055500,청파동,CS200033,부동산중개업,74,74,0,0,10,7,0
20231,1117055500,청파동,CS200034,여관,13,13,0,0,0,0,0
20231,1117055500,청파동,CS200035,게스트하우스,19,19,0,0,0,0,0
20231,1117055500,청파동,CS200037,노래방,10,10,0,0,0,0,0
20231,1117055500,청파동,CS200038,독서실,5,8,25,2,13,1,3
20231,1117055500,청파동,CS200039,DVD방,1,1,0,0,0,0,0
20231,1117055500,청파동,CS200040,녹음실,2,2,0,0,0,0,0
20231,1117055500,청파동,CS200041,사진관,15,15,7,1,7,1,0
20231,1117055500,청파동,CS200043,건축물청소,5,5,0,0,0,0,0
20231,1117055500,청파동,CS200044,여행사,10,10,0,0,0,0,0
20231,1117055500,청파동,CS200045,비디오/서적임대,0,2,0,0,0,0,2
20231,1117055500,청파동,CS200046,의류임대,2,2,0,0,0,0,0
20231,1117055500,청파동,CS200047,가정용품임대,2,2,0,0,0,0,0
20231,1117055500,청파동,CS300001,슈퍼마켓,34,34,3,1,3,1,0
20231,1117055500,청파동,CS300002,편의점,3,27,4,1,7,2,24
20231,1117055500,청파동,CS300003,컴퓨터및주변장치판매,20,20,0,0,5,1,0
20231,1117055500,청파동,CS300004,핸드폰,7,7,0,0,0,0,0
20231,1117055500,청파동,CS300005,주류도매,2,2,0,0,0,0,0
20231,1117055500,청파동,CS300006,미곡판매,3,3,0,0,0,0,0
20231,1117055500,청파동,CS300007,육류판매,9,9,0,0,0,0,0
20231,1117055500,청파동,CS300008,수산물판매,3,3,0,0,0,0,0
20231,1117055500,청파동,CS300009,청과상,6,6,0,0,17,1,0
20231,1117055500,청파동,CS300010,반찬가게,10,10,0,0,10,1,0
20231,1117055500,청파동,CS300011,일반의류,36,36,3,1,3,1,0
20231,1117055500,청파동,CS300012,한복점,0,0,0,0,0,1,0
20231,1117055500,청파동,CS300013,유아의류,15,15,0,0,7,1,0
20231,1117055500,청파동,CS300014,신발,5,5,0,0,0,0,0
20231,1117055500,청파동,CS300015,가방,4,4,0,0,0,0,0
20231,1117055500,청파동,CS300016,안경,8,10,0,0,0,0,2
20231,1117055500,청파동,CS300017,시계및귀금속,4,4,0,0,0,0,0
20231,1117055500,청파동,CS300018,의약품,13,16,0,0,0,0,3
20231,1117055500,청파동,CS300019,의료기기,5,5,0,0,0,0,0
20231,1117055500,청파동,CS300020,서적,14,15,0,0,0,0,1
20231,1117055500,청파동,CS300021,문구,13,15,7,1,0,0,2
20231,1117055500,청파동,CS300022,화장품,49,49,0,0,0,0,0
20231,1117055500,청파동,CS300023,미용재료,1,1,0,0,0,0,0
20231,1117055500,청파동,CS300024,운동/경기용품,8,8,0,0,0,0,0
20231,1117055500,청파동,CS300026,완구,2,2,0,0,0,0,0
20231,1117055500,청파동,CS300027,섬유제품,5,5,0,0,0,0,0
20231,1117055500,청파동,CS300028,화초,11,11,18,2,0,0,0
20231,1117055500,청파동,CS300029,애완동물,1,1,0,0,0,0,0
20231,1117055500,청파동,CS300031,가구,3,3,0,0,0,0,0
20231,1117055500,청파동,CS300032,가전제품,2,2,0,0,0,0,0
20231,1117055500,청파동,CS300033,철물점,11,11,0,0,0,0,0
20231,1117055500,청파동,CS300034,악기,4,4,0,0,0,0,0
20231,1117055500,청파동,CS300035,인테리어,13,13,0,0,0,0,0
20231,1117055500,청파동,CS300036,조명용품,8,8,0,0,0,0,0
20231,1117055500,청파동,CS300038,자동차부품,4,4,0,0,0,0,0
20231,1117055500,청파동,CS300039,모터사이클및부품,4,4,0,0,0,0,0
20231,1117055500,청파동,CS300040,재생용품 판매점,2,2,0,0,0,0,0
20231,1117055500,청파동,CS300041,예술품,4,4,25,1,0,0,0
20231,1117055500,청파동,CS300042,주유소,4,4,0,0,25,1,0
20231,1117055500,청파동,CS300043,전자상거래업,83,86,0,0,11,9,3
20231,1117056000,원효로1동,CS100001,한식음식점,149,156,3,4,2,3,7
20231,1117056000,원효로1동,CS100002,중식음식점,13,15,0,0,0,0,2
20231,1117056000,원효로1동,CS100003,일식음식점,12,15,0,0,0,0,3
20231,1117056000,원효로1동,CS100004,양식음식점,22,22,5,1,0,0,0
20231,1117056000,원효로1동,CS100005,제과점,6,11,9,1,9,1,5
20231,1117056000,원효로1동,CS100006,패스트푸드점,6,9,0,0,0,0,3
20231,1117056000,원효로1동,CS100007,치킨전문점,2,7,0,0,0,0,5
20231,1117056000,원효로1동,CS100008,분식전문점,28,31,3,1,3,1,3
20231,1117056000,원효로1동,CS100009,호프-간이주점,17,17,6,1,6,1,0
20231,1117056000,원효로1동,CS100010,커피-음료,35,44,5,2,7,3,9
20231,1117056000,원효로1동,CS200001,일반교습학원,15,18,6,1,6,1,3
20231,1117056000,원효로1동,CS200002,외국어학원,6,6,0,0,0,0,0
20231,1117056000,원효로1동,CS200003,예술학원,12,12,8,1,0,0,0
20231,1117056000,원효로1동,CS200005,스포츠 강습,18,19,11,2,0,0,1
20231,1117056000,원효로1동,CS200006,일반의원,10,10,0,0,10,1,0
20231,1117056000,원효로1동,CS200007,치과의원,7,7,0,0,0,0,0
20231,1117056000,원효로1동,CS200008,한의원,1,1,0,0,0,0,0
20231,1117056000,원효로1동,CS200009,동물병원,4,4,0,0,0,0,0
20231,1117056000,원효로1동,CS200010,변호사사무소,3,3,0,0,0,0,0
20231,1117056000,원효로1동,CS200012,법무사사무소,4,4,0,0,0,0,0
20231,1117056000,원효로1동,CS200013,기타법무서비스,1,1,0,0,0,0,0
20231,1117056000,원효로1동,CS200014,회계사사무소,3,3,0,0,0,0,0
20231,1117056000,원효로1동,CS200015,세무사사무소,13,13,0,0,0,0,0
20231,1117056000,원효로1동,CS200016,당구장,3,3,0,0,0,0,0
20231,1117056000,원효로1동,CS200017,골프연습장,3,3,0,0,0,0,0
20231,1117056000,원효로1동,CS200020,전자게임장,1,1,0,0,0,0,0
20231,1117056000,원효로1동,CS200022,복권방,5,5,0,0,0,0,0
20231,1117056000,원효로1동,CS200024,스포츠클럽,7,7,0,0,0,0,0
20231,1117056000,원효로1동,CS200025,자동차수리,9,10,0,0,0,0,1
20231,1117056000,원효로1동,CS200026,자동차미용,3,3,0,0,0,0,0
20231,1117056000,원효로1동,CS200027,모터사이클수리,6,6,0,0,0,0,0
20231,1117056000,원효로1동,CS200028,미용실,14,17,0,0,0,0,3
20231,1117056000,원효로1동,CS200029,네일숍,7,7,0,0,14,1,0
20231,1117056000,원효로1동,CS200030,피부관리실,12,14,14,2,7,1,2
20231,1117056000,원효로1동,CS200031,세탁소,10,11,0,0,9,1,1
20231,1117056000,원효로1동,CS200032,가전제품수리,7,7,0,0,0,0,0
20231,1117056000,원효로1동,CS200033,부동산중개업,85,85,0,0,2,2,0
20231,1117056000,원효로1동,CS200034,여관,5,5,0,0,0,0,0
20231,1117056000,원효로1동,CS200035,게스트하우스,1,1,0,0,100,1,0
20231,1117056000,원효로1동,CS200036,고시원,2,2,0,0,0,0,0
20231,1117056000,원효로1동,CS200037,노래방,7,7,0,0,14,1,0
20231,1117056000,원효로1동,CS200038,독서실,4,4,0,0,0,0,0
20231,1117056000,원효로1동,CS200039,DVD방,1,1,100,1,0,0,0
20231,1117056000,원효로1동,CS200040,녹음실,2,2,0,0,0,0,0
20231,1117056000,원효로1동,CS200041,사진관,11,11,0,0,0,0,0
20231,1117056000,원효로1동,CS200042,통번역서비스,2,2,0,0,0,0,0
20231,1117056000,원효로1동,CS200043,건축물청소,5,5,0,0,0,0,0
20231,1117056000,원효로1동,CS200044,여행사,10,10,0,0,0,0,0
20231,1117056000,원효로1동,CS300001,슈퍼마켓,21,23,0,0,0,0,2
20231,1117056000,원효로1동,CS300002,편의점,3,25,8,2,4,1,22
20231,1117056000,원효로1동,CS300003,컴퓨터및주변장치판매,405,408,1,5,2,7,3
20231,1117056000,원효로1동,CS300004,핸드폰,14,14,0,0,0,0,0
20231,1117056000,원효로1동,CS300005,주류도매,3,3,0,0,0,0,0
20231,1117056000,원효로1동,CS300006,미곡판매,2,2,0,0,0,0,0
20231,1117056000,원효로1동,CS300007,육류판매,3,3,0,0,0,0,0
20231,1117056000,원효로1동,CS300008,수산물판매,1,1,0,0,0,0,0
20231,1117056000,원효로1동,CS300009,청과상,3,3,0,0,0,0,0
20231,1117056000,원효로1동,CS300010,반찬가게,11,11,9,1,18,2,0
20231,1117056000,원효로1동,CS300011,일반의류,25,25,0,0,0,0,0
20231,1117056000,원효로1동,CS300013,유아의류,3,3,0,0,33,1,0
20231,1117056000,원효로1동,CS300014,신발,1,1,0,0,0,0,0
20231,1117056000,원효로1동,CS300015,가방,8,8,0,0,0,0,0
20231,1117056000,원효로1동,CS300016,안경,3,3,0,0,0,0,0
20231,1117056000,원효로1동,CS300017,시계및귀금속,3,3,0,0,0,0,0
20231,1117056000,원효로1동,CS300018,의약품,19,19,5,1,11,2,0
20231,1117056000,원효로1동,CS300019,의료기기,6,6,0,0,0,0,0
20231,1117056000,원효로1동,CS300020,서적,6,6,0,0,0,0,0
20231,1117056000,원효로1동,CS300021,문구,23,23,0,0,0,0,0
20231,1117056000,원효로1동,CS300022,화장품,20,20,0,0,10,2,0
20231,1117056000,원효로1동,CS300023,미용재료,1,1,0,0,0,0,0
20231,1117056000,원효로1동,CS300024,운동/경기용품,3,3,0,0,0,0,0
20231,1117056000,원효로1동,CS300025,자전거 및 기타운송장비,2,2,0,0,0,0,0
20231,1117056000,원효로1동,CS300026,완구,5,5,0,0,0,0,0
20231,1117056000,원효로1동,CS300027,섬유제품,6,6,0,0,17,1,0
20231,1117056000,원효로1동,CS300028,화초,10,10,0,0,0,0,0
20231,1117056000,원효로1동,CS300029,애완동물,1,1,0,0,0,0,0
20231,1117056000,원효로1동,CS300031,가구,2,2,0,0,0,0,0
20231,1117056000,원효로1동,CS300032,가전제품,35,35,0,0,3,1,0
20231,1117056000,원효로1동,CS300033,철물점,10,10,0,0,0,0,0
20231,1117056000,원효로1동,CS300035,인테리어,15,15,0,0,0,0,0
20231,1117056000,원효로1동,CS300036,조명용품,49,49,2,1,0,0,0
20231,1117056000,원효로1동,CS300037,중고차판매,1,1,0,0,0,0,0
20231,1117056000,원효로1동,CS300038,자동차부품,7,8,0,0,0,0,1
20231,1117056000,원효로1동,CS300039,모터사이클및부품,10,10,0,0,0,0,0
20231,1117056000,원효로1동,CS300040,재생용품 판매점,2,2,0,0,0,0,0
20231,1117056000,원효로1동,CS300041,예술품,5,5,0,0,0,0,0
20231,1117056000,원효로1동,CS300042,주유소,2,2,0,0,0,0,0
20231,1117056000,원효로1동,CS300043,전자상거래업,209,210,0,0,4,9,1
20231,1117057000,원효로2동,CS100001,한식음식점,45,45,2,1,0,0,0
20231,1117057000,원효로2동,CS100002,중식음식점,5,5,0,0,20,1,0
20231,1117057000,원효로2동,CS100003,일식음식점,5,5,20,1,0,0,0
20231,1117057000,원효로2동,CS100004,양식음식점,4,5,0,0,0,0,1
20231,1117057000,원효로2동,CS100005,제과점,4,6,0,0,0,0,2
20231,1117057000,원효로2동,CS100006,패스트푸드점,1,1,0,0,0,0,0
20231,1117057000,원효로2동,CS100007,치킨전문점,3,4,0,0,0,0,1
20231,1117057000,원효로2동,CS100008,분식전문점,7,10,0,0,20,2,3
20231,1117057000,원효로2동,CS100009,호프-간이주점,6,6,0,0,0,0,0
20231,1117057000,원효로2동,CS100010,커피-음료,17,18,11,2,11,2,1
20231,1117057000,원효로2동,CS200001,일반교습학원,18,21,0,0,0,0,3
20231,1117057000,원효로2동,CS200002,외국어학원,9,10,10,1,10,1,1
20231,1117057000,원효로2동,CS200003,예술학원,9,10,10,1,0,0,1
20231,1117057000,원효로2동,CS200005,스포츠 강습,7,7,29,2,0,0,0
20231,1117057000,원효로2동,CS200006,일반의원,3,3,0,0,0,0,0
20231,1117057000,원효로2동,CS200007,치과의원,1,1,0,0,0,0,0
20231,1117057000,원효로2동,CS200008,한의원,1,1,0,0,0,0,0
20231,1117057000,원효로2동,CS200009,동물병원,2,2,0,0,0,0,0
20231,1117057000,원효로2동,CS200013,기타법무서비스,1,1,0,0,0,0,0
20231,1117057000,원효로2동,CS200014,회계사사무소,2,2,0,0,0,0,0
20231,1117057000,원효로2동,CS200015,세무사사무소,4,4,0,0,0,0,0
20231,1117057000,원효로2동,CS200016,당구장,2,2,0,0,50,1,0
20231,1117057000,원효로2동,CS200017,골프연습장,3,3,0,0,0,0,0
20231,1117057000,원효로2동,CS200021,기타오락장,1,1,0,0,0,0,0
20231,1117057000,원효로2동,CS200023,통신기기수리,1,1,0,0,0,0,0
20231,1117057000,원효로2동,CS200024,스포츠클럽,2,2,0,0,0,0,0
20231,1117057000,원효로2동,CS200025,자동차수리,15,17,6,1,12,2,2
20231,1117057000,원효로2동,CS200026,자동차미용,3,3,0,0,0,0,0
20231,1117057000,원효로2동,CS200027,모터사이클수리,1,1,0,0,0,0,0
20231,1117057000,원효로2동,CS200028,미용실,17,17,0,0,0,0,0
20231,1117057000,원효로2동,CS200029,네일숍,2,2,0,0,0,0,0
20231,1117057000,원효로2동,CS200030,피부관리실,3,3,0,0,33,1,0
20231,1117057000,원효로2동,CS200031,세탁소,5,7,0,0,0,0,2
20231,1117057000,원효로2동,CS200032,가전제품수리,5,5,0,0,0,0,0
20231,1117057000,원효로2동,CS200033,부동산중개업,43,43,0,0,2,1,0
20231,1117057000,원효로2동,CS200034,여관,1,1,0,0,0,0,0
20231,1117057000,원효로2동,CS200035,게스트하우스,2,2,0,0,0,0,0
20231,1117057000,원효로2동,CS200037,노래방,5,5,0,0,0,0,0
20231,1117057000,원효로2동,CS200038,독서실,3,3,0,0,0,0,0
20231,1117057000,원효로2동,CS200040,녹음실,3,3,0,0,0,0,0
20231,1117057000,원효로2동,CS200041,사진관,6,6,0,0,0,0,0
20231,1117057000,원효로2동,CS200042,통번역서비스,2,2,0,0,0,0,0
20231,1117057000,원효로2동,CS200043,건축물청소,7,7,0,0,0,0,0
20231,1117057000,원효로2동,CS200044,여행사,6,6,0,0,0,0,0
20231,1117057000,원효로2동,CS200045,비디오/서적임대,1,1,0,0,0,0,0
20231,1117057000,원효로2동,CS200046,의류임대,1,1,0,0,0,0,0
20231,1117057000,원효로2동,CS300001,슈퍼마켓,19,19,0,0,5,1,0
