기준_년분기_코드,행정동_코드,행정동_코드_명,서비스_업종_코드,서비스_업종_코드_명,점포_수,유사_업종_점포_수,개업_율,개업_점포_수,폐업_률,폐업_점포_수,프랜차이즈_점포_수
20232,1154551000,가산동,CS200046,의류임대,2,2,0,0,0,0,0
20232,1154551000,가산동,CS200047,가정용품임대,20,20,0,0,0,0,0
20232,1154551000,가산동,CS300001,슈퍼마켓,86,89,6,5,0,0,3
20232,1154551000,가산동,CS300002,편의점,9,140,4,6,4,6,131
20232,1154551000,가산동,CS300003,컴퓨터및주변장치판매,492,492,1,3,0,2,0
20232,1154551000,가산동,CS300004,핸드폰,63,63,0,0,3,2,0
20232,1154551000,가산동,CS300005,주류도매,15,15,0,0,0,0,0
20232,1154551000,가산동,CS300006,미곡판매,16,16,0,0,0,0,0
20232,1154551000,가산동,CS300007,육류판매,30,30,0,0,3,1,0
20232,1154551000,가산동,CS300008,수산물판매,27,27,0,0,4,1,0
20232,1154551000,가산동,CS300009,청과상,18,18,0,0,0,0,0
20232,1154551000,가산동,CS300010,반찬가게,141,141,2,3,3,4,0
20232,1154551000,가산동,CS300011,일반의류,777,779,1,5,3,21,2
20232,1154551000,가산동,CS300012,한복점,1,1,0,0,0,0,0
20232,1154551000,가산동,CS300013,유아의류,47,47,0,0,2,1,0
20232,1154551000,가산동,CS300014,신발,66,67,0,0,2,1,1
20232,1154551000,가산동,CS300015,가방,35,35,3,1,6,2,0
20232,1154551000,가산동,CS300016,안경,11,13,0,0,0,0,2
20232,1154551000,가산동,CS300017,시계및귀금속,23,25,0,0,4,1,2
20232,1154551000,가산동,CS300018,의약품,93,96,8,8,2,2,3
20232,1154551000,가산동,CS300019,의료기기,55,55,0,0,2,1,0
20232,1154551000,가산동,CS300020,서적,53,53,0,0,2,1,0
20232,1154551000,가산동,CS300021,문구,85,95,1,1,1,1,10
20232,1154551000,가산동,CS300022,화장품,372,386,3,12,2,8,14
20232,1154551000,가산동,CS300023,미용재료,12,12,0,0,0,0,0
20232,1154551000,가산동,CS300024,운동/경기용품,96,97,1,1,2,2,1
20232,1154551000,가산동,CS300025,자전거 및 기타운송장비,6,6,0,0,0,0,0
20232,1154551000,가산동,CS300026,완구,10,10,0,0,0,0,0
20232,1154551000,가산동,CS300027,섬유제품,49,49,4,2,0,0,0
20232,1154551000,가산동,CS300028,화초,20,20,10,2,5,1,0
20232,1154551000,가산동,CS300029,애완동물,23,23,4,1,0,0,0
20232,1154551000,가산동,CS300030,중고가구,1,1,0,0,0,0,0
20232,1154551000,가산동,CS300031,가구,27,27,0,0,0,0,0
20232,1154551000,가산동,CS300032,가전제품,80,80,1,1,0,0,0
20232,1154551000,가산동,CS300033,철물점,32,32,3,1,0,0,0
20232,1154551000,가산동,CS300034,악기,3,3,0,0,0,0,0
20232,1154551000,가산동,CS300035,인테리어,51,52,4,2,8,4,1
20232,1154551000,가산동,CS300036,조명용품,418,418,1,2,1,3,0
20232,1154551000,가산동,CS300037,중고차판매,6,6,0,0,0,0,0
20232,1154551000,가산동,CS300038,자동차부품,52,52,0,0,0,0,0
20232,1154551000,가산동,CS300039,모터사이클및부품,2,2,0,0,0,0,0
20232,1154551000,가산동,CS300040,재생용품 판매점,8,8,0,0,0,0,0
20232,1154551000,가산동,CS300041,예술품,8,8,13,1,0,0,0
20232,1154551000,가산동,CS300042,주유소,1,1,0,0,0,0,0
20232,1154551000,가산동,CS300043,전자상거래업,1264,1268,0,2,3,43,4
20232,1154561000,독산1동,CS100001,한식음식점,235,266,5,13,4,11,31
20232,1154561000,독산1동,CS100002,중식음식점,23,24,4,1,17,4,1
20232,1154561000,독산1동,CS100003,일식음식점,10,13,0,0,0,0,3
20232,1154561000,독산1동,CS100004,양식음식점,15,19,0,0,5,1,4
20232,1154561000,독산1동,CS100005,제과점,17,25,8,2,4,1,8
20232,1154561000,독산1동,CS100006,패스트푸드점,19,27,4,1,7,2,8
20232,1154561000,독산1동,CS100007,치킨전문점,8,23,4,1,0,0,15
20232,1154561000,독산1동,CS100008,분식전문점,40,53,8,4,8,4,13
20232,1154561000,독산1동,CS100009,호프-간이주점,27,32,6,2,3,1,5
20232,1154561000,독산1동,CS100010,커피-음료,52,76,9,7,3,2,24
20232,1154561000,독산1동,CS200001,일반교습학원,25,32,3,1,3,1,7
20232,1154561000,독산1동,CS200002,외국어학원,14,15,20,3,13,2,1
20232,1154561000,독산1동,CS200003,예술학원,42,44,2,1,2,1,2
20232,1154561000,독산1동,CS200004,컴퓨터학원,1,1,0,0,0,0,0
20232,1154561000,독산1동,CS200005,스포츠 강습,17,18,6,1,6,1,1
20232,1154561000,독산1동,CS200006,일반의원,31,31,0,0,3,1,0
20232,1154561000,독산1동,CS200007,치과의원,15,15,0,0,0,0,0
20232,1154561000,독산1동,CS200008,한의원,10,10,0,0,10,1,0
20232,1154561000,독산1동,CS200009,동물병원,3,4,0,0,0,0,1
20232,1154561000,독산1동,CS200010,변호사사무소,1,1,0,0,0,0,0
20232,1154561000,독산1동,CS200012,법무사사무소,5,5,0,0,0,0,0
20232,1154561000,독산1동,CS200013,기타법무서비스,3,3,0,0,0,0,0
20232,1154561000,독산1동,CS200014,회계사사무소,1,1,0,0,0,0,0
20232,1154561000,독산1동,CS200015,세무사사무소,29,29,0,0,0,0,0
20232,1154561000,독산1동,CS200016,당구장,14,14,0,0,0,0,0
20232,1154561000,독산1동,CS200017,골프연습장,10,10,0,0,0,0,0
20232,1154561000,독산1동,CS200018,볼링장,1,1,0,0,0,0,0
20232,1154561000,독산1동,CS200019,PC방,1,1,0,0,0,0,0
20232,1154561000,독산1동,CS200020,전자게임장,2,2,0,0,0,0,0
20232,1154561000,독산1동,CS200021,기타오락장,2,4,0,0,0,0,2
20232,1154561000,독산1동,CS200022,복권방,2,2,0,0,0,0,0
20232,1154561000,독산1동,CS200023,통신기기수리,5,5,0,0,0,0,0
20232,1154561000,독산1동,CS200024,스포츠클럽,5,5,0,0,0,0,0
20232,1154561000,독산1동,CS200025,자동차수리,30,34,0,0,6,2,4
20232,1154561000,독산1동,CS200026,자동차미용,10,11,9,1,9,1,1
20232,1154561000,독산1동,CS200027,모터사이클수리,3,3,33,1,0,0,0
20232,1154561000,독산1동,CS200028,미용실,79,88,5,4,0,0,9
20232,1154561000,독산1동,CS200029,네일숍,17,18,0,0,0,0,1
20232,1154561000,독산1동,CS200030,피부관리실,25,25,16,4,4,1,0
20232,1154561000,독산1동,CS200031,세탁소,25,31,3,1,3,1,6
20232,1154561000,독산1동,CS200032,가전제품수리,20,20,0,0,0,0,0
20232,1154561000,독산1동,CS200033,부동산중개업,126,126,0,0,4,5,0
20232,1154561000,독산1동,CS200034,여관,8,8,0,0,0,0,0
20232,1154561000,독산1동,CS200036,고시원,3,3,0,0,0,0,0
20232,1154561000,독산1동,CS200037,노래방,29,29,3,1,0,0,0
20232,1154561000,독산1동,CS200038,독서실,4,5,0,0,0,0,1
20232,1154561000,독산1동,CS200040,녹음실,1,1,0,0,0,0,0
20232,1154561000,독산1동,CS200041,사진관,15,15,7,1,0,0,0
20232,1154561000,독산1동,CS200042,통번역서비스,5,5,0,0,0,0,0
20232,1154561000,독산1동,CS200043,건축물청소,13,13,0,0,0,0,0
20232,1154561000,독산1동,CS200044,여행사,13,13,0,0,8,1,0
20232,1154561000,독산1동,CS200046,의류임대,3,3,0,0,0,0,0
20232,1154561000,독산1동,CS200047,가정용품임대,3,3,0,0,0,0,0
20232,1154561000,독산1동,CS300001,슈퍼마켓,58,59,3,2,5,3,1
20232,1154561000,독산1동,CS300002,편의점,4,59,2,1,2,1,55
20232,1154561000,독산1동,CS300003,컴퓨터및주변장치판매,36,36,3,1,0,0,0
20232,1154561000,독산1동,CS300004,핸드폰,17,17,0,0,0,0,0
20232,1154561000,독산1동,CS300005,주류도매,8,8,0,0,0,0,0
20232,1154561000,독산1동,CS300006,미곡판매,8,8,0,0,0,0,0
20232,1154561000,독산1동,CS300007,육류판매,256,257,1,3,2,6,1
20232,1154561000,독산1동,CS300008,수산물판매,10,10,0,0,0,0,0
20232,1154561000,독산1동,CS300009,청과상,17,17,6,1,0,0,0
20232,1154561000,독산1동,CS300010,반찬가게,30,30,0,0,3,1,0
20232,1154561000,독산1동,CS300011,일반의류,76,76,3,2,4,3,0
20232,1154561000,독산1동,CS300013,유아의류,17,17,0,0,0,0,0
20232,1154561000,독산1동,CS300014,신발,4,4,0,0,0,0,0
20232,1154561000,독산1동,CS300015,가방,8,8,0,0,25,2,0
20232,1154561000,독산1동,CS300016,안경,3,5,0,0,0,0,2
20232,1154561000,독산1동,CS300017,시계및귀금속,6,9,0,0,0,0,3
20232,1154561000,독산1동,CS300018,의약품,28,29,0,0,0,0,1
20232,1154561000,독산1동,CS300019,의료기기,11,11,0,0,0,0,0
20232,1154561000,독산1동,CS300020,서적,16,16,0,0,0,0,0
20232,1154561000,독산1동,CS300021,문구,19,20,0,0,5,1,1
20232,1154561000,독산1동,CS300022,화장품,79,87,15,13,1,1,8
20232,1154561000,독산1동,CS300023,미용재료,2,2,0,0,0,0,0
20232,1154561000,독산1동,CS300024,운동/경기용품,20,20,0,0,5,1,0
20232,1154561000,독산1동,CS300025,자전거 및 기타운송장비,5,5,0,0,0,0,0
20232,1154561000,독산1동,CS300026,완구,5,5,0,0,0,0,0
20232,1154561000,독산1동,CS300027,섬유제품,10,10,10,1,0,0,0
20232,1154561000,독산1동,CS300028,화초,8,8,0,0,0,0,0
20232,1154561000,독산1동,CS300029,애완동물,11,11,9,1,0,0,0
20232,1154561000,독산1동,CS300031,가구,15,15,0,0,7,1,0
20232,1154561000,독산1동,CS300032,가전제품,12,12,0,0,0,0,0
20232,1154561000,독산1동,CS300033,철물점,13,14,0,0,0,0,1
20232,1154561000,독산1동,CS300034,악기,4,4,0,0,0,0,0
20232,1154561000,독산1동,CS300035,인테리어,13,13,0,0,0,0,0
20232,1154561000,독산1동,CS300036,조명용품,33,33,0,0,0,0,0
20232,1154561000,독산1동,CS300037,중고차판매,1,1,0,0,0,0,0
20232,1154561000,독산1동,CS300038,자동차부품,19,19,0,0,0,0,0
20232,1154561000,독산1동,CS300040,재생용품 판매점,8,8,0,0,0,0,0
20232,1154561000,독산1동,CS300041,예술품,2,2,0,0,0,0,0
20232,1154561000,독산1동,CS300042,주유소,3,3,0,0,0,0,0
20232,1154561000,독산1동,CS300043,전자상거래업,248,248,0,1,4,10,0
20232,1154562000,독산2동,CS100001,한식음식점,88,98,8,8,7,7,10
20232,1154562000,독산2동,CS100002,중식음식점,9,10,10,1,0,0,1
20232,1154562000,독산2동,CS100003,일식음식점,5,5,0,0,0,0,0
20232,1154562000,독산2동,CS100004,양식음식점,6,7,14,1,14,1,1
20232,1154562000,독산2동,CS100005,제과점,4,7,0,0,0,0,3
20232,1154562000,독산2동,CS100006,패스트푸드점,5,12,0,0,8,1,7
20232,1154562000,독산2동,CS100007,치킨전문점,3,11,0,0,0,0,8
20232,1154562000,독산2동,CS100008,분식전문점,17,19,5,1,0,0,2
20232,1154562000,독산2동,CS100009,호프-간이주점,8,10,0,0,10,1,2
20232,1154562000,독산2동,CS100010,커피-음료,16,23,4,1,0,0,7
20232,1154562000,독산2동,CS200001,일반교습학원,6,6,0,0,17,1,0
20232,1154562000,독산2동,CS200002,외국어학원,5,6,17,1,0,0,1
20232,1154562000,독산2동,CS200003,예술학원,10,11,9,1,9,1,1
20232,1154562000,독산2동,CS200005,스포츠 강습,8,8,0,0,0,0,0
20232,1154562000,독산2동,CS200006,일반의원,8,8,0,0,0,0,0
20232,1154562000,독산2동,CS200007,치과의원,10,10,0,0,0,0,0
20232,1154562000,독산2동,CS200008,한의원,6,6,0,0,0,0,0
20232,1154562000,독산2동,CS200009,동물병원,2,2,0,0,0,0,0
20232,1154562000,독산2동,CS200012,법무사사무소,1,1,0,0,0,0,0
20232,1154562000,독산2동,CS200013,기타법무서비스,1,1,0,0,0,0,0
20232,1154562000,독산2동,CS200015,세무사사무소,6,6,0,0,0,0,0
20232,1154562000,독산2동,CS200016,당구장,5,5,0,0,0,0,0
20232,1154562000,독산2동,CS200017,골프연습장,1,1,0,0,0,0,0
20232,1154562000,독산2동,CS200019,PC방,2,2,0,0,0,0,0
20232,1154562000,독산2동,CS200021,기타오락장,2,2,0,0,0,0,0
20232,1154562000,독산2동,CS200022,복권방,3,3,0,0,0,0,0
20232,1154562000,독산2동,CS200023,통신기기수리,1,1,0,0,0,0,0
20232,1154562000,독산2동,CS200024,스포츠클럽,5,5,0,0,0,0,0
20232,1154562000,독산2동,CS200025,자동차수리,8,9,0,0,0,0,1
20232,1154562000,독산2동,CS200026,자동차미용,3,3,0,0,33,1,0
20232,1154562000,독산2동,CS200028,미용실,49,49,2,1,2,1,0
20232,1154562000,독산2동,CS200029,네일숍,4,4,0,0,0,0,0
20232,1154562000,독산2동,CS200030,피부관리실,15,15,0,0,0,0,0
20232,1154562000,독산2동,CS200031,세탁소,8,8,0,0,0,0,0
20232,1154562000,독산2동,CS200032,가전제품수리,6,6,0,0,17,1,0
20232,1154562000,독산2동,CS200033,부동산중개업,25,25,0,0,4,1,0
20232,1154562000,독산2동,CS200034,여관,3,3,0,0,0,0,0
20232,1154562000,독산2동,CS200037,노래방,11,11,9,1,9,1,0
20232,1154562000,독산2동,CS200038,독서실,2,2,0,0,0,0,0
20232,1154562000,독산2동,CS200041,사진관,5,5,0,0,0,0,0
20232,1154562000,독산2동,CS200043,건축물청소,6,6,0,0,0,0,0
20232,1154562000,독산2동,CS200044,여행사,1,1,0,0,0,0,0
20232,1154562000,독산2동,CS200046,의류임대,1,1,0,0,0,0,0
20232,1154562000,독산2동,CS200047,가정용품임대,2,2,0,0,0,0,0
20232,1154562000,독산2동,CS300001,슈퍼마켓,24,26,4,1,0,0,2
20232,1154562000,독산2동,CS300002,편의점,0,16,0,0,0,0,16
20232,1154562000,독산2동,CS300003,컴퓨터및주변장치판매,1,1,0,0,0,0,0
20232,1154562000,독산2동,CS300004,핸드폰,6,6,0,0,50,3,0
20232,1154562000,독산2동,CS300005,주류도매,1,1,0,0,0,0,0
20232,1154562000,독산2동,CS300006,미곡판매,2,2,0,0,0,0,0
20232,1154562000,독산2동,CS300007,육류판매,29,29,3,1,7,2,0
20232,1154562000,독산2동,CS300008,수산물판매,2,2,0,0,50,1,0
20232,1154562000,독산2동,CS300009,청과상,8,8,0,0,0,0,0
20232,1154562000,독산2동,CS300010,반찬가게,7,7,0,0,14,1,0
20232,1154562000,독산2동,CS300011,일반의류,18,18,0,0,0,0,0
20232,1154562000,독산2동,CS300013,유아의류,7,7,0,0,0,0,0
20232,1154562000,독산2동,CS300014,신발,1,1,0,0,0,0,0
20232,1154562000,독산2동,CS300015,가방,3,3,0,0,0,0,0
20232,1154562000,독산2동,CS300016,안경,3,3,0,0,0,0,0
20232,1154562000,독산2동,CS300017,시계및귀금속,2,2,0,0,0,0,0
20232,1154562000,독산2동,CS300018,의약품,12,13,0,0,8,1,1
20232,1154562000,독산2동,CS300019,의료기기,3,3,0,0,0,0,0
20232,1154562000,독산2동,CS300020,서적,1,1,0,0,100,1,0
20232,1154562000,독산2동,CS300021,문구,4,4,0,0,25,1,0
20232,1154562000,독산2동,CS300022,화장품,12,12,0,0,0,0,0
20232,1154562000,독산2동,CS300023,미용재료,3,3,0,0,0,0,0
20232,1154562000,독산2동,CS300024,운동/경기용품,5,5,0,0,0,0,0
20232,1154562000,독산2동,CS300025,자전거 및 기타운송장비,2,2,0,0,0,0,0
20232,1154562000,독산2동,CS300027,섬유제품,3,3,33,1,0,0,0
20232,1154562000,독산2동,CS300028,화초,3,3,0,0,0,0,0
20232,1154562000,독산2동,CS300029,애완동물,3,3,0,0,0,0,0
20232,1154562000,독산2동,CS300031,가구,3,3,0,0,0,0,0
20232,1154562000,독산2동,CS300032,가전제품,5,5,0,0,0,0,0
20232,1154562000,독산2동,CS300033,철물점,6,6,0,0,0,0,0
20232,1154562000,독산2동,CS300034,악기,2,2,0,0,0,0,0
20232,1154562000,독산2동,CS300035,인테리어,13,13,0,0,0,0,0
20232,1154562000,독산2동,CS300036,조명용품,6,6,0,0,0,0,0
20232,1154562000,독산2동,CS300037,중고차판매,1,1,0,0,0,0,0
20232,1154562000,독산2동,CS300038,자동차부품,4,4,0,0,0,0,0
20232,1154562000,독산2동,CS300039,모터사이클및부품,1,1,0,0,0,0,0
20232,1154562000,독산2동,CS300040,재생용품 판매점,4,4,0,0,0,0,0
20232,1154562000,독산2동,CS300041,예술품,1,1,0,0,0,0,0
20232,1154562000,독산2동,CS300042,주유소,3,3,0,0,0,0,0
20232,1154562000,독산2동,CS300043,전자상거래업,61,61,0,0,5,3,0
20232,1154563000,독산3동,CS100001,한식음식점,165,174,5,9,6,11,9
20232,1154563000,독산3동,CS100002,중식음식점,41,41,7,3,5,2,0
20232,1154563000,독산3동,CS100003,일식음식점,3,3,0,0,33,1,0
20232,1154563000,독산3동,CS100004,양식음식점,5,5,0,0,0,0,0
20232,1154563000,독산3동,CS100005,제과점,7,9,11,1,0,0,2
20232,1154563000,독산3동,CS100006,패스트푸드점,5,9,0,0,0,0,4
20232,1154563000,독산3동,CS100007,치킨전문점,10,23,4,1,9,2,13
20232,1154563000,독산3동,CS100008,분식전문점,29,33,9,3,6,2,4
20232,1154563000,독산3동,CS100009,호프-간이주점,34,35,17,6,3,1,1
20232,1154563000,독산3동,CS100010,커피-음료,28,34,9,3,0,0,6
20232,1154563000,독산3동,CS200001,일반교습학원,8,11,0,0,0,0,3
20232,1154563000,독산3동,CS200002,외국어학원,3,4,25,1,25,1,1
20232,1154563000,독산3동,CS200003,예술학원,9,9,0,0,11,1,0
20232,1154563000,독산3동,CS200005,스포츠 강습,11,11,0,0,0,0,0
20232,1154563000,독산3동,CS200006,일반의원,17,17,0,0,0,0,0
20232,1154563000,독산3동,CS200007,치과의원,10,10,0,0,0,0,0
20232,1154563000,독산3동,CS200008,한의원,7,7,0,0,0,0,0
20232,1154563000,독산3동,CS200009,동물병원,1,1,0,0,0,0,0
20232,1154563000,독산3동,CS200012,법무사사무소,2,2,0,0,0,0,0
20232,1154563000,독산3동,CS200013,기타법무서비스,4,4,0,0,0,0,0
20232,1154563000,독산3동,CS200014,회계사사무소,6,6,0,0,0,0,0
20232,1154563000,독산3동,CS200015,세무사사무소,55,55,0,0,0,0,0
20232,1154563000,독산3동,CS200016,당구장,8,8,0,0,0,0,0
20232,1154563000,독산3동,CS200017,골프연습장,3,4,25,1,0,0,1
20232,1154563000,독산3동,CS200018,볼링장,1,1,0,0,0,0,0
20232,1154563000,독산3동,CS200019,PC방,5,5,0,0,0,0,0
20232,1154563000,독산3동,CS200020,전자게임장,1,1,0,0,0,0,0
20232,1154563000,독산3동,CS200021,기타오락장,3,3,0,0,33,1,0
20232,1154563000,독산3동,CS200022,복권방,3,3,0,0,0,0,0
20232,1154563000,독산3동,CS200023,통신기기수리,1,1,0,0,0,0,0
20232,1154563000,독산3동,CS200024,스포츠클럽,2,4,0,0,0,0,2
20232,1154563000,독산3동,CS200025,자동차수리,18,18,6,1,0,0,0
20232,1154563000,독산3동,CS200026,자동차미용,5,5,0,0,0,0,0
20232,1154563000,독산3동,CS200027,모터사이클수리,4,4,0,0,0,0,0
20232,1154563000,독산3동,CS200028,미용실,65,68,2,1,0,0,3
20232,1154563000,독산3동,CS200029,네일숍,8,8,0,0,13,1,0
20232,1154563000,독산3동,CS200030,피부관리실,13,13,8,1,0,0,0
20232,1154563000,독산3동,CS200031,세탁소,14,16,6,1,6,1,2
20232,1154563000,독산3동,CS200032,가전제품수리,12,12,0,0,0,0,0
20232,1154563000,독산3동,CS200033,부동산중개업,68,68,0,0,6,4,0
20232,1154563000,독산3동,CS200034,여관,6,7,0,0,0,0,1
20232,1154563000,독산3동,CS200035,게스트하우스,1,1,0,0,0,0,0
20232,1154563000,독산3동,CS200037,노래방,26,27,0,0,0,0,1
20232,1154563000,독산3동,CS200038,독서실,6,7,0,0,0,0,1
20232,1154563000,독산3동,CS200040,녹음실,1,1,0,0,0,0,0
20232,1154563000,독산3동,CS200041,사진관,7,7,0,0,0,0,0
20232,1154563000,독산3동,CS200042,통번역서비스,4,4,0,0,0,0,0
20232,1154563000,독산3동,CS200043,건축물청소,7,7,14,1,0,0,0
20232,1154563000,독산3동,CS200044,여행사,13,13,0,0,8,1,0
20232,1154563000,독산3동,CS200046,의류임대,3,3,0,0,0,0,0
20232,1154563000,독산3동,CS300001,슈퍼마켓,49,50,2,1,4,2,1
20232,1154563000,독산3동,CS300002,편의점,1,24,4,1,8,2,23
20232,1154563000,독산3동,CS300003,컴퓨터및주변장치판매,9,9,11,1,0,0,0
20232,1154563000,독산3동,CS300004,핸드폰,17,17,0,0,6,1,0
20232,1154563000,독산3동,CS300005,주류도매,1,1,0,0,0,0,0
20232,1154563000,독산3동,CS300006,미곡판매,10,10,10,1,0,0,0
20232,1154563000,독산3동,CS300007,육류판매,21,22,0,0,0,0,1
20232,1154563000,독산3동,CS300008,수산물판매,19,19,0,0,0,0,0
20232,1154563000,독산3동,CS300009,청과상,22,22,9,2,5,1,0
20232,1154563000,독산3동,CS300010,반찬가게,25,25,8,2,0,0,0
20232,1154563000,독산3동,CS300011,일반의류,56,56,0,0,2,1,0
20232,1154563000,독산3동,CS300012,한복점,3,3,0,0,0,0,0
20232,1154563000,독산3동,CS300013,유아의류,9,9,0,0,0,0,0
20232,1154563000,독산3동,CS300014,신발,9,9,0,0,22,2,0
20232,1154563000,독산3동,CS300015,가방,7,7,0,0,0,0,0
20232,1154563000,독산3동,CS300016,안경,0,2,50,1,50,1,2
20232,1154563000,독산3동,CS300017,시계및귀금속,4,4,0,0,0,0,0
20232,1154563000,독산3동,CS300018,의약품,24,24,0,0,4,1,0
20232,1154563000,독산3동,CS300019,의료기기,5,5,0,0,0,0,0
20232,1154563000,독산3동,CS300020,서적,5,5,0,0,0,0,0
20232,1154563000,독산3동,CS300021,문구,7,7,0,0,0,0,0
20232,1154563000,독산3동,CS300022,화장품,28,30,7,2,0,0,2
20232,1154563000,독산3동,CS300023,미용재료,4,4,0,0,0,0,0
20232,1154563000,독산3동,CS300024,운동/경기용품,1,1,0,0,0,0,0
20232,1154563000,독산3동,CS300025,자전거 및 기타운송장비,2,2,0,0,0,0,0
20232,1154563000,독산3동,CS300026,완구,4,4,0,0,0,0,0
20232,1154563000,독산3동,CS300027,섬유제품,6,6,0,0,0,0,0
20232,1154563000,독산3동,CS300028,화초,5,5,0,0,0,0,0
20232,1154563000,독산3동,CS300029,애완동물,6,6,17,1,0,0,0
20232,1154563000,독산3동,CS300031,가구,9,9,0,0,0,0,0
20232,1154563000,독산3동,CS300032,가전제품,10,10,0,0,0,0,0
20232,1154563000,독산3동,CS300033,철물점,15,15,0,0,7,1,0
20232,1154563000,독산3동,CS300034,악기,1,1,0,0,0,0,0
20232,1154563000,독산3동,CS300035,인테리어,12,12,0,0,0,0,0
20232,1154563000,독산3동,CS300036,조명용품,11,11,0,0,9,1,0
20232,1154563000,독산3동,CS300038,자동차부품,2,2,0,0,0,0,0
20232,1154563000,독산3동,CS300039,모터사이클및부품,3,3,0,0,0,0,0
20232,1154563000,독산3동,CS300040,재생용품 판매점,2,2,0,0,0,0,0
20232,1154563000,독산3동,CS300042,주유소,3,3,0,0,0,0,0
20232,1154563000,독산3동,CS300043,전자상거래업,108,108,0,0,7,7,0
20232,1154564000,독산4동,CS100001,한식음식점,98,106,2,2,3,3,8
20232,1154564000,독산4동,CS100002,중식음식점,16,16,0,0,0,0,0
20232,1154564000,독산4동,CS100003,일식음식점,7,7,14,1,14,1,0
20232,1154564000,독산4동,CS100004,양식음식점,4,4,0,0,0,0,0
20232,1154564000,독산4동,CS100005,제과점,2,3,0,0,0,0,1
20232,1154564000,독산4동,CS100006,패스트푸드점,4,6,0,0,0,0,2
20232,1154564000,독산4동,CS100007,치킨전문점,6,14,0,0,7,1,8
20232,1154564000,독산4동,CS100008,분식전문점,23,26,8,2,8,2,3
20232,1154564000,독산4동,CS100009,호프-간이주점,22,24,8,2,4,1,2
20232,1154564000,독산4동,CS100010,커피-음료,10,18,0,0,0,0,8
20232,1154564000,독산4동,CS200001,일반교습학원,10,11,0,0,0,0,1
20232,1154564000,독산4동,CS200002,외국어학원,1,1,0,0,0,0,0
20232,1154564000,독산4동,CS200003,예술학원,11,11,0,0,0,0,0
20232,1154564000,독산4동,CS200004,컴퓨터학원,1,1,0,0,0,0,0
20232,1154564000,독산4동,CS200005,스포츠 강습,4,4,0,0,0,0,0
20232,1154564000,독산4동,CS200006,일반의원,2,2,0,0,0,0,0
20232,1154564000,독산4동,CS200007,치과의원,5,5,0,0,0,0,0
20232,1154564000,독산4동,CS200008,한의원,4,4,0,0,0,0,0
20232,1154564000,독산4동,CS200009,동물병원,2,2,0,0,0,0,0
20232,1154564000,독산4동,CS200010,변호사사무소,1,1,0,0,0,0,0
20232,1154564000,독산4동,CS200011,변리사사무소,1,1,0,0,0,0,0
20232,1154564000,독산4동,CS200013,기타법무서비스,1,1,0,0,0,0,0
20232,1154564000,독산4동,CS200014,회계사사무소,1,1,0,0,0,0,0
20232,1154564000,독산4동,CS200015,세무사사무소,1,1,0,0,0,0,0
20232,1154564000,독산4동,CS200016,당구장,8,8,0,0,0,0,0
20232,1154564000,독산4동,CS200017,골프연습장,1,1,0,0,0,0,0
20232,1154564000,독산4동,CS200019,PC방,2,2,0,0,0,0,0
20232,1154564000,독산4동,CS200021,기타오락장,3,3,33,1,33,1,0
20232,1154564000,독산4동,CS200022,복권방,1,1,0,0,0,0,0
20232,1154564000,독산4동,CS200023,통신기기수리,1,1,0,0,0,0,0
20232,1154564000,독산4동,CS200024,스포츠클럽,2,3,0,0,0,0,1
20232,1154564000,독산4동,CS200025,자동차수리,7,8,13,1,0,0,1
20232,1154564000,독산4동,CS200026,자동차미용,2,2,0,0,0,0,0
20232,1154564000,독산4동,CS200027,모터사이클수리,1,1,0,0,0,0,0
20232,1154564000,독산4동,CS200028,미용실,36,36,6,2,0,0,0
20232,1154564000,독산4동,CS200029,네일숍,4,4,0,0,0,0,0
20232,1154564000,독산4동,CS200030,피부관리실,8,8,25,2,0,0,0
20232,1154564000,독산4동,CS200031,세탁소,7,8,0,0,0,0,1
20232,1154564000,독산4동,CS200032,가전제품수리,7,7,0,0,0,0,0
20232,1154564000,독산4동,CS200033,부동산중개업,30,30,0,0,3,1,0
20232,1154564000,독산4동,CS200034,여관,8,8,0,0,0,0,0
20232,1154564000,독산4동,CS200035,게스트하우스,1,1,0,0,0,0,0
20232,1154564000,독산4동,CS200037,노래방,24,25,0,0,0,0,1
20232,1154564000,독산4동,CS200038,독서실,1,1,0,0,0,0,0
20232,1154564000,독산4동,CS200041,사진관,2,2,0,0,0,0,0
20232,1154564000,독산4동,CS200043,건축물청소,7,7,0,0,0,0,0
20232,1154564000,독산4동,CS200044,여행사,4,4,0,0,0,0,0
20232,1154564000,독산4동,CS200045,비디오/서적임대,1,1,0,0,0,0,0
20232,1154564000,독산4동,CS300001,슈퍼마켓,24,24,4,1,0,0,0
20232,1154564000,독산4동,CS300002,편의점,0,16,6,1,0,0,16
20232,1154564000,독산4동,CS300003,컴퓨터및주변장치판매,3,3,0,0,0,0,0
20232,1154564000,독산4동,CS300004,핸드폰,6,6,0,0,0,0,0
20232,1154564000,독산4동,CS300006,미곡판매,2,2,0,0,0,0,0
20232,1154564000,독산4동,CS300007,육류판매,15,15,0,0,0,0,0
20232,1154564000,독산4동,CS300008,수산물판매,3,3,0,0,0,0,0
20232,1154564000,독산4동,CS300009,청과상,7,7,14,1,0,0,0
20232,1154564000,독산4동,CS300010,반찬가게,9,9,0,0,11,1,0
