기준_년분기_코드,행정동_코드,행정동_코드_명,상권_변화_지표,상권_변화_지표_명,운영_영업_개월_평균,폐업_영업_개월_평균,서울_운영_영업_개월_평균,서울_폐업_영업_개월_평균
20201,1153053000,구로2동,HH,정체,117,52,94,49
20201,1154564000,독산4동,HL,상권축소,98,47,94,49
20201,1154569000,시흥3동,HH,정체,124,57,94,49
20201,1156060500,문래동,LH,상권확장,86,51,94,49
20201,1156065000,신길3동,HH,정체,113,54,94,49
20201,1156066000,신길4동,HL,상권축소,106,48,94,49
20201,1156069000,신길7동,LL,다이나믹,88,48,94,49
20201,1159063000,사당2동,HL,상권축소,98,48,94,49
20201,1159064000,사당3동,HL,상권축소,95,47,94,49
20201,1159067000,신대방1동,HL,상권축소,106,47,94,49
20201,1162076500,미성동,HH,정체,99,50,94,49
20201,1162074500,삼성동,HH,정체,104,50,94,49
20201,1165054000,잠원동,LL,다이나믹,90,48,94,49
20201,1168060000,대치1동,HH,정체,94,50,94,49
20201,1168065500,도곡1동,HL,상권축소,96,49,94,49
20201,1168075000,수서동,HH,정체,96,53,94,49
20201,1171058000,송파1동,LL,다이나믹,91,46,94,49
20201,1171064700,위례동,LL,다이나믹,39,27,94,49
20201,1171067000,잠실2동,LL,다이나믹,73,40,94,49
20201,1174054000,명일2동,HH,정체,96,52,94,49
20201,1174061000,천호2동,LH,상권확장,89,50,94,49
20201,1111053000,사직동,HH,정체,109,56,94,49
20201,1111061500,종로1?2?3?4가동,HH,정체,129,63,94,49
20201,1111051500,청운효자동,LH,상권확장,89,52,94,49
20201,1111056000,평창동,HH,정체,103,56,94,49
20201,1114055000,명동,HH,정체,132,56,94,49
20201,1114060500,을지로동,HH,정체,147,65,94,49
20201,1117056000,원효로1동,HH,정체,106,53,94,49
20201,1117055500,청파동,HH,정체,99,50,94,49
20201,1121585000,구의1동,HL,상권축소,98,47,94,49
20201,1121574000,중곡1동,LL,다이나믹,94,48,94,49
20201,1123061000,답십리2동,HH,정체,114,54,94,49
20201,1123065000,장안1동,HL,상권축소,96,47,94,49
20201,1123054500,제기동,HH,정체,115,57,94,49
20201,1126054000,면목4동,LL,다이나믹,93,44,94,49
20201,1126068000,신내1동,LL,다이나믹,84,47,94,49
20201,1129072500,월곡2동,LH,상권확장,92,50,94,49
20201,1129077000,장위2동,HH,정체,115,54,94,49
20201,1130566000,인수동,LL,다이나믹,87,44,94,49
20201,1132066000,쌍문1동,LL,다이나믹,92,47,94,49
20201,1132067000,쌍문2동,LL,다이나믹,93,47,94,49
20201,1132068100,쌍문4동,LL,다이나믹,85,48,94,49
20201,1138058000,응암1동,HH,정체,99,50,94,49
20201,1138059000,응암2동,LL,다이나믹,80,47,94,49
20201,1138069000,진관동,LL,다이나믹,59,45,94,49
20201,1141069000,남가좌1동,HH,정체,104,58,94,49
20201,1141070000,남가좌2동,LL,다이나믹,90,48,94,49
20201,1141062000,홍제1동,HH,정체,107,50,94,49
20201,1141065500,홍제2동,HH,정체,103,55,94,49
20201,1144058500,도화동,LH,상권확장,93,51,94,49
20201,1144061000,염리동,LL,다이나믹,89,48,94,49
20201,1147052000,목2동,LL,다이나믹,90,49,94,49
20201,1147054000,목4동,LL,다이나믹,91,44,94,49
20201,1147055000,목5동,LL,다이나믹,87,48,94,49
20201,1147057000,신월2동,HH,정체,95,49,94,49
20201,1150060300,가양1동,LL,다이나믹,45,42,94,49
20201,1150060400,가양2동,LL,다이나믹,90,49,94,49
20201,1153073000,고척2동,HL,상권축소,98,47,94,49
20201,1153051000,신도림동,LL,다이나믹,84,46,94,49
20201,1153078000,오류2동,LL,다이나믹,78,47,94,49
20201,1154562000,독산2동,LL,다이나믹,93,46,94,49
20201,1154567000,시흥1동,HH,정체,96,50,94,49
20201,1156054000,여의동,HH,정체,107,50,94,49
20201,1159066000,대방동,HH,정체,95,50,94,49
20201,1159062000,사당1동,LL,다이나믹,90,47,94,49
20201,1159054000,상도2동,HH,정체,101,51,94,49
20201,1159055000,상도3동,HL,상권축소,95,45,94,49
20201,1165055000,반포본동,HH,정체,123,53,94,49
20201,1165061000,방배2동,LH,상권확장,87,52,94,49
20201,1165065200,양재2동,HL,상권축소,112,48,94,49
20201,1168056500,청담동,LL,다이나믹,87,49,94,49
20201,1171056200,방이2동,LL,다이나믹,86,47,94,49
20201,1171052000,풍납2동,HH,정체,103,51,94,49
20201,1174055000,고덕1동,LL,다이나믹,71,46,94,49
20201,1174066000,성내3동,HL,상권축소,97,45,94,49
20202,1111054000,삼청동,LH,상권확장,85,53,94,50
20202,1111070000,숭인1동,HH,정체,96,56,94,50
20202,1111063000,종로5?6가동,HH,정체,121,63,94,50
20202,1114063500,약수동,LH,상권확장,90,53,94,50
20202,1117070000,보광동,HH,정체,95,50,94,50
20202,1117069000,서빙고동,HH,정체,98,57,94,50
20202,1117066000,이태원2동,LL,다이나믹,71,45,94,50
20202,1120054000,마장동,HH,정체,110,58,94,50
20202,1120064500,옥수동,LL,다이나믹,81,47,94,50
20202,1120058000,응봉동,LL,다이나믹,90,48,94,50
20202,1121581000,광장동,LH,상권확장,84,51,94,50
20202,1121573000,군자동,LL,다이나믹,94,48,94,50
20202,1121583000,자양2동,LL,다이나믹,92,49,94,50
20202,1121575000,중곡2동,LL,다이나믹,93,46,94,50
20202,1123066000,장안2동,LL,다이나믹,92,46,94,50
20202,1126061000,중화2동,HL,상권축소,95,47,94,50
20202,1129055500,삼선동,HL,상권축소,95,49,94,50
20202,1129052500,성북동,HH,정체,94,54,94,50
20202,1129064000,정릉3동,HH,정체,97,53,94,50
20202,1130562500,수유2동,LL,다이나믹,89,48,94,50
20202,1130564500,우이동,LH,상권확장,93,50,94,50
20202,1132070000,방학2동,LL,다이나믹,90,45,94,50
20202,1135059500,공릉1동,LL,다이나믹,93,49,94,50
20202,1135060000,공릉2동,LL,다이나믹,81,48,94,50
20202,1135063000,상계1동,LL,다이나믹,83,46,94,50
20202,1135067000,상계5동,LL,다이나믹,89,46,94,50
20202,1135070000,상계8동,LH,상권확장,88,50,94,50
20202,1135056000,월계1동,LL,다이나믹,89,49,94,50
20202,1135061100,하계1동,LH,상권확장,87,50,94,50
20202,1138062500,역촌동,LL,다이나믹,86,46,94,50
20202,1141058500,신촌동,LL,다이나믹,94,49,94,50
20202,1141068500,홍은2동,LH,상권확장,92,52,94,50
20202,1144066000,서교동,LL,다이나믹,74,45,94,50
20202,1144059000,용강동,LL,다이나믹,93,49,94,50
20202,1147051000,목1동,LL,다이나믹,80,48,94,50
20202,1147061100,신월7동,HL,상권축소,96,45,94,50
20202,1147063000,신정2동,LL,다이나믹,92,47,94,50
20202,1147064000,신정3동,LH,상권확장,93,50,94,50
20202,1147065000,신정4동,LL,다이나믹,92,46,94,50
20202,1150060500,가양3동,LH,상권확장,85,52,94,50
20202,1150051000,염창동,LH,상권확장,92,52,94,50
20202,1150061500,우장산동,LL,다이나믹,81,47,94,50
20202,1153054000,구로3동,LL,다이나믹,76,45,94,50
20202,1154551000,가산동,LL,다이나믹,72,47,94,50
20202,1156070000,대림1동,HL,상권축소,106,47,94,50
20202,1156067000,신길5동,LL,다이나믹,92,49,94,50
20202,1159065100,사당5동,LL,다이나믹,88,49,94,50
20202,1162069500,신림동,LL,다이나믹,90,48,94,50
20202,1162062500,인헌동,LH,상권확장,91,50,94,50
20202,1162072500,조원동,HL,상권축소,100,45,94,50
20202,1165058000,반포3동,HH,정체,103,57,94,50
20202,1168061000,대치2동,HH,정체,95,50,94,50
20202,1168059000,삼성2동,LL,다이나믹,86,45,94,50
20202,1168074000,일원2동,HH,정체,98,50,94,50
20202,1171063100,가락1동,HH,정체,150,91,94,50
20202,1171053200,거여2동,HH,정체,97,51,94,50
20202,1171056100,방이1동,LL,다이나믹,88,47,94,50
20202,1174053000,명일1동,HL,상권축소,96,48,94,50
20202,1174064000,성내1동,HL,상권축소,97,47,94,50
20202,1174062000,천호3동,LL,다이나믹,94,47,94,50
20202,1174069000,둔촌1동,HH,정체,137,60,94,50
20202,1111060000,가회동,HH,정체,97,56,94,50
20202,1111058000,교남동,HH,정체,111,56,94,50
20202,1111064000,이화동,LH,상권확장,88,53,94,50
20202,1111065000,혜화동,HH,정체,97,51,94,50
20202,1114061500,신당동,LH,상권확장,83,61,94,50
20202,1114068000,중림동,HH,정체,103,54,94,50
20202,1114064500,청구동,LL,다이나믹,85,47,94,50
20202,1117065000,이태원1동,HH,정체,112,60,94,50
20202,1117051000,후암동,LH,상권확장,89,54,94,50
20202,1120067000,성수2가1동,LL,다이나믹,87,47,94,50
20202,1120069000,성수2가3동,LH,상권확장,78,51,94,50
20202,1120079000,용답동,HH,정체,120,54,94,50
20202,1120057000,행당2동,LL,다이나믹,80,49,94,50
20202,1121587000,구의3동,HH,정체,105,54,94,50
20202,1123060000,답십리1동,LH,상권확장,91,51,94,50
20202,1123071000,회기동,LL,다이나믹,88,46,94,50
20202,1126066000,망우3동,LL,다이나믹,88,44,94,50
20202,1129059000,돈암2동,LL,다이나믹,80,43,94,50
20202,1129071500,월곡1동,HL,상권축소,96,47,94,50
20202,1129062000,정릉1동,LH,상권확장,92,51,94,50
20202,1129065000,정릉4동,LH,상권확장,87,53,94,50
20202,1130561500,수유1동,HL,상권축소,99,48,94,50
20202,1132051400,창4동,LL,다이나믹,94,48,94,50
20202,1132051500,창5동,LL,다이나믹,88,47,94,50
20202,1135069500,상계6?7동,HL,상권축소,95,46,94,50
20202,1135061200,하계2동,LH,상권확장,92,51,94,50
20202,1138055100,갈현1동,LL,다이나믹,88,47,94,50
20202,1138060000,응암3동,HL,상권축소,98,50,94,50
20202,1141061500,연희동,LH,상권확장,90,50,94,50
20202,1144056500,공덕동,HH,정체,105,51,94,50
20202,1147068000,신정7동,LL,다이나믹,89,49,94,50
20202,1150056000,화곡3동,LL,다이나믹,82,47,94,50
20202,1153059500,가리봉동,HL,상권축소,99,45,94,50
20202,1153056000,구로5동,LL,다이나믹,85,47,94,50
20202,1154568000,시흥2동,LL,다이나믹,80,49,94,50
20202,1154570000,시흥4동,HL,상권축소,99,43,94,50
20202,1156055000,당산1동,HL,상권축소,97,49,94,50
20202,1156071000,대림2동,LL,다이나믹,85,43,94,50
20202,1159051000,노량진1동,HH,정체,108,59,94,50
20202,1162068500,신사동,LL,다이나믹,91,46,94,50
20202,1162060500,은천동,LL,다이나믹,90,47,94,50
20202,1162061500,중앙동,LL,다이나믹,91,47,94,50
20202,1162059500,청룡동,LL,다이나믹,89,47,94,50
20202,1162054500,청림동,LH,상권확장,77,50,94,50
20202,1165053000,서초3동,HH,정체,98,51,94,50
20202,1168058000,삼성1동,LH,상권확장,89,53,94,50
20202,1168073000,일원1동,HL,상권축소,105,48,94,50
20202,1171064100,문정1동,LL,다이나믹,91,47,94,50
20202,1171059000,송파2동,LL,다이나믹,90,45,94,50
20202,1171057000,오금동,HL,상권축소,96,49,94,50
20202,1171071000,잠실6동,LL,다이나믹,82,48,94,50
20202,1174052000,상일동,LL,다이나믹,83,48,94,50
20202,1174058000,암사2동,LL,다이나믹,93,48,94,50
20202,1174060000,천호1동,LL,다이나믹,86,46,94,50
20202,1111067000,창신1동,HH,정체,103,62,94,50
20202,1114059000,광희동,HH,정체,126,54,94,50
20202,1114052000,소공동,HH,정체,135,66,94,50
20202,1117064000,이촌2동,HH,정체,110,63,94,50
20202,1117062500,한강로동,HH,정체,113,56,94,50
20202,1120061500,금호2?3가동,HH,정체,99,53,94,50
20202,1120065000,성수1가1동,LH,상권확장,84,51,94,50
20202,1120053500,왕십리도선동,LL,다이나믹,76,49,94,50
20202,1123056000,전농1동,LH,상권확장,93,50,94,50
20202,1126052000,면목2동,HL,상권축소,95,45,94,50
20202,1126058000,상봉1동,LL,다이나믹,78,46,94,50
20202,1129068500,길음2동,LL,다이나믹,88,48,94,50
20202,1129060000,안암동,LH,상권확장,90,50,94,50
20202,1130553500,미아동,LL,다이나믹,90,46,94,50
20202,1130560300,번2동,HL,상권축소,95,49,94,50
20202,1130560800,번3동,LL,다이나믹,92,46,94,50
20202,1130563500,수유3동,LL,다이나믹,89,45,94,50
20202,1132069000,방학1동,LL,다이나믹,87,46,94,50
20202,1132071000,방학3동,LH,상권확장,88,50,94,50
20202,1132051200,창2동,LL,다이나믹,93,46,94,50
20202,1135064000,상계2동,LL,다이나믹,85,45,94,50
20202,1135062100,중계1동,LL,다이나믹,87,47,94,50
20202,1138052000,불광1동,LH,상권확장,93,52,94,50
20202,1138053000,불광2동,HH,정체,94,50,94,50
20202,1138065000,수색동,HH,정체,123,60,94,50
20202,1141066000,홍은1동,HH,정체,104,52,94,50
20202,1141064000,홍제3동,HH,정체,104,55,94,50
20202,1144065500,서강동,LL,다이나믹,75,43,94,50
20202,1144073000,성산2동,LH,상권확장,88,54,94,50
20202,1144063000,신수동,LH,상권확장,84,51,94,50
20202,1144055500,아현동,LH,상권확장,93,51,94,50
20202,1147056000,신월1동,LL,다이나믹,94,44,94,50
20202,1153072000,고척1동,HL,상권축소,99,49,94,50
20202,1156072000,대림3동,HL,상권축소,95,44,94,50
20202,1159053000,상도1동,LH,상권확장,93,52,94,50
20202,1162058500,낙성대동,LL,다이나믹,80,48,94,50
20202,1162052500,보라매동,LL,다이나믹,84,48,94,50
20202,1165062000,방배3동,HL,상권축소,116,49,94,50
20202,1165062100,방배4동,HH,정체,105,52,94,50
20202,1165059000,방배본동,HL,상권축소,101,48,94,50
20202,1168066000,개포1동,LH,상권확장,92,61,94,50
20202,1168069000,개포4동,HL,상권축소,105,48,94,50
20202,1168070000,세곡동,LL,다이나믹,56,44,94,50
20202,1168064000,역삼1동,LL,다이나믹,82,45,94,50
20202,1168065000,역삼2동,LL,다이나믹,84,45,94,50
20202,1171063200,가락2동,HL,상권축소,96,48,94,50
20202,1171060000,석촌동,LL,다이나믹,87,46,94,50
20202,1171072000,잠실7동,HH,정체,124,61,94,50
20202,1171065000,잠실본동,LL,다이나믹,93,47,94,50
20202,1174051500,강일동,LL,다이나믹,62,44,94,50
20202,1174068500,길동,LL,다이나믹,91,46,94,50
20202,1114057000,필동,HH,정체,125,55,94,50
20202,1114067000,황학동,HH,정체,107,63,94,50
20202,1117052000,용산2가동,LL,다이나믹,71,45,94,50
20202,1117063000,이촌1동,HH,정체,121,59,94,50
20202,1117058000,효창동,LH,상권확장,93,58,94,50
20202,1120055000,사근동,LH,상권확장,79,50,94,50
20202,1120066000,성수1가2동,LL,다이나믹,72,49,94,50
20202,1120072000,송정동,HL,상권축소,99,47,94,50
20202,1121578000,능동,LH,상권확장,88,51,94,50
20202,1121582000,자양1동,LL,다이나믹,91,47,94,50
20202,1121584000,자양3동,LL,다이나믹,83,49,94,50
20202,1121577000,중곡4동,LH,상권확장,94,50,94,50
20202,1123070500,청량리동,HH,정체,149,55,94,50
20202,1126057500,면목3?8동,LL,다이나믹,91,46,94,50
20202,1126055000,면목5동,LL,다이나믹,91,46,94,50
20202,1126057000,면목7동,HL,상권축소,100,45,94,50
20202,1129057500,동선동,LL,다이나믹,91,48,94,50
20202,1129081000,석관동,HH,정체,105,50,94,50
20202,1129076000,장위1동,HH,정체,98,50,94,50
20202,1129070500,종암동,HH,정체,95,51,94,50
20202,1130553400,삼양동,HL,상권축소,99,48,94,50
20202,1132052100,도봉1동,HL,상권축소,98,48,94,50
20202,1132051100,창1동,LL,다이나믹,88,48,94,50
20202,1135058000,월계3동,LL,다이나믹,86,49,94,50
20202,1138056000,구산동,LL,다이나믹,88,49,94,50
20202,1138051000,녹번동,LL,다이나믹,86,49,94,50
20202,1141071000,북가좌1동,LL,다이나믹,80,44,94,50
20202,1141072000,북가좌2동,LL,다이나믹,89,47,94,50
20202,1147053000,목3동,HL,상권축소,95,49,94,50
20202,1147061000,신월6동,LH,상권확장,92,54,94,50
20202,1147062000,신정1동,HL,상권축소,96,47,94,50
20202,1150053000,등촌2동,LL,다이나믹,94,46,94,50
20202,1150064000,방화2동,LH,상권확장,86,51,94,50
20202,1150055000,화곡2동,LL,다이나믹,89,47,94,50
20202,1150057000,화곡4동,LL,다이나믹,91,46,94,50
20202,1153074000,개봉1동,LH,상권확장,94,50,94,50
20202,1153079000,수궁동,LH,상권확장,90,51,94,50
20202,1154561000,독산1동,LH,상권확장,86,50,94,50
20202,1154563000,독산3동,HL,상권축소,105,45,94,50
20202,1156058500,도림동,LL,다이나믹,94,48,94,50
20202,1156062000,양평2동,HL,상권축소,96,49,94,50
20202,1156053500,영등포동,HH,정체,115,55,94,50
20202,1159052000,노량진2동,HH,정체,111,56,94,50
20202,1159065000,사당4동,LL,다이나믹,94,48,94,50
20202,1162073500,대학동,LL,다이나믹,89,45,94,50
20202,1162066500,서림동,LL,다이나믹,91,49,94,50
20202,1165057000,반포2동,HH,정체,104,60,94,50
20202,1171062000,가락본동,LL,다이나믹,90,45,94,50
20202,1171054000,마천1동,HL,상권축소,97,45,94,50
20202,1171055000,마천2동,HH,정체,103,50,94,50
20202,1171064200,문정2동,LL,다이나믹,60,38,94,50
20202,1171056600,오륜동,HH,정체,128,61,94,50
20202,1174056000,고덕2동,LH,상권확장,67,52,94,50
20202,1174065000,성내2동,LL,다이나믹,92,44,94,50
20202,1174057000,암사1동,LL,다이나믹,90,45,94,50
20202,1174059000,암사3동,LH,상권확장,76,53,94,50
20202,1111055000,부암동,LH,상권확장,94,53,94,50
20202,1117053000,남영동,HH,정체,99,54,94,50
20202,1117068500,한남동,LH,상권확장,84,50,94,50
20202,1120062000,금호4가동,LH,상권확장,94,53,94,50
20202,1123073000,휘경2동,LL,다이나믹,81,48,94,50
20202,1126062000,묵1동,LL,다이나믹,84,48,94,50
20202,1126063000,묵2동,LL,다이나믹,92,48,94,50
20202,1126059000,상봉2동,LL,다이나믹,92,49,94,50
20202,1126069000,신내2동,LL,다이나믹,88,48,94,50
20202,1129058000,돈암1동,LH,상권확장,85,52,94,50
20202,1129061000,보문동,HL,상권축소,95,48,94,50
20202,1129063000,정릉2동,HH,정체,98,51,94,50
20202,1130559500,번1동,LL,다이나믹,88,44,94,50
20202,1130557500,삼각산동,LL,다이나믹,81,46,94,50
20202,1132052200,도봉2동,LL,다이나믹,90,45,94,50
20202,1132068000,쌍문3동,LL,다이나믹,92,48,94,50
20202,1132051300,창3동,HL,상권축소,94,49,94,50
20202,1135062400,중계4동,LL,다이나믹,89,45,94,50
20202,1138055200,갈현2동,LL,다이나믹,84,48,94,50
20202,1138064000,증산동,HH,정체,106,50,94,50
20202,1141055500,북아현동,HH,정체,108,56,94,50
20202,1144070000,망원2동,LL,다이나믹,87,45,94,50
20202,1144074000,상암동,LL,다이나믹,61,41,94,50
20202,1150052000,등촌1동,LH,상권확장,81,50,94,50
20202,1150059300,화곡8동,LL,다이나믹,83,47,94,50
20202,1150059000,화곡본동,LL,다이나믹,94,49,94,50
20202,1153055000,구로4동,HL,상권축소,96,45,94,50
20202,1153080000,항동,LH,상권확장,41,56,94,50
20202,1156063000,신길1동,HH,정체,109,50,94,50
20202,1156061000,양평1동,LL,다이나믹,80,49,94,50
20202,1156051500,영등포본동,LH,상권확장,79,51,94,50
20202,1159056000,상도4동,LH,상권확장,89,50,94,50
20202,1159060500,흑석동,HH,정체,96,54,94,50
20202,1162063000,남현동,LH,상권확장,90,51,94,50
20202,1162064500,서원동,LH,상권확장,93,53,94,50
20202,1162056500,성현동,LL,다이나믹,84,45,94,50
20202,1162065500,신원동,LL,다이나믹,92,46,94,50
20202,1162057500,행운동,HH,정체,100,50,94,50
20202,1165056000,반포1동,LL,다이나믹,84,43,94,50
20202,1165060000,방배1동,LH,상권확장,92,50,94,50
20202,1165065100,양재1동,HH,정체,95,50,94,50
20202,1168067000,개포2동,HH,정체,96,51,94,50
20202,1168053100,논현2동,LL,다이나믹,85,46,94,50
20202,1168063000,대치4동,LL,다이나믹,78,45,94,50
20202,1168051000,신사동,LL,다이나믹,86,47,94,50
20202,1168054500,압구정동,LL,다이나믹,94,46,94,50
20202,1168072000,일원본동,LL,다이나믹,92,49,94,50
20202,1171061000,삼전동,LL,다이나믹,87,45,94,50
20202,1171069000,잠실4동,LL,다이나믹,84,47,94,50
20202,1171064600,장지동,LL,다이나믹,84,45,94,50
20202,1174070000,둔촌2동,HL,상권축소,96,47,94,50
20202,1111057000,무악동,HH,정체,99,62,94,50
20202,1111068000,창신2동,HH,정체,105,56,94,50
20202,1114065000,신당5동,LH,상권확장,85,50,94,50
20202,1114054000,회현동,HH,정체,138,65,94,50
20202,1117059000,용문동,HL,상권축소,102,50,94,50
20202,1117057000,원효로2동,HH,정체,116,51,94,50
20202,1120056000,행당1동,LH,상권확장,88,51,94,50
20202,1121586000,구의2동,LH,상권확장,91,52,94,50
20202,1121584700,자양4동,LL,다이나믹,90,48,94,50
20202,1121576000,중곡3동,LL,다이나믹,90,46,94,50
20202,1121571000,화양동,LL,다이나믹,82,48,94,50
20202,1123074000,이문1동,HH,정체,102,53,94,50
20202,1126065500,망우본동,HL,상권축소,97,47,94,50
20202,1130554500,송중동,LL,다이나믹,82,47,94,50
20202,1130555500,송천동,HL,상권축소,96,47,94,50
20202,1135072000,상계10동,LL,다이나믹,81,46,94,50
20202,1135071000,상계9동,HL,상권축소,98,48,94,50
20202,1135057000,월계2동,LH,상권확장,84,50,94,50
20202,1135062500,중계2?3동,LH,상권확장,85,50,94,50
20202,1138063100,신사1동,LL,다이나믹,93,47,94,50
20202,1141052000,천연동,HH,정체,105,52,94,50
20202,1144072000,성산1동,LL,다이나믹,84,48,94,50
20202,1147059000,신월4동,HL,상권축소,94,48,94,50
20202,1147060000,신월5동,LL,다이나믹,90,49,94,50
20202,1147067000,신정6동,LL,다이나믹,82,45,94,50
20202,1150053500,등촌3동,LL,다이나믹,77,48,94,50
20202,1150061100,발산1동,LL,다이나믹,73,50,94,50
20202,1150063000,방화1동,LL,다이나믹,84,45,94,50
20202,1150064100,방화3동,HL,상권축소,96,49,94,50
20202,1150059100,화곡6동,LL,다이나믹,84,44,94,50
20202,1153077000,오류1동,LH,상권확장,91,51,94,50
20202,1154571000,시흥5동,HL,상권축소,99,49,94,50
20202,1156056000,당산2동,LH,상권확장,91,50,94,50
20202,1156068000,신길6동,HL,상권축소,98,48,94,50
20202,1159068000,신대방2동,HL,상권축소,101,50,94,50
20202,1162077500,난곡동,HH,정체,99,51,94,50
20202,1162071500,난향동,LL,다이나믹,78,45,94,50
20202,1165066000,내곡동,HH,정체,100,61,94,50
20202,1165058100,반포4동,HH,정체,128,60,94,50
20202,1165051000,서초1동,HH,정체,105,52,94,50
20202,1165052000,서초2동,LL,다이나믹,86,46,94,50
20202,1165053100,서초4동,HL,상권축소,102,49,94,50
20202,1168052100,논현1동,LL,다이나믹,86,46,94,50
20202,1168065600,도곡2동,HL,상권축소,99,49,94,50
20202,1171053100,거여1동,LL,다이나믹,88,45,94,50
20202,1171068000,잠실3동,HH,정체,101,62,94,50
20202,1171051000,풍납1동,HL,상권축소,111,50,94,50
20202,1111071000,숭인2동,HL,상권축소,103,45,94,50
20202,1111069000,창신3동,LL,다이나믹,85,49,94,50
20202,1114062500,다산동,LH,상권확장,92,52,94,50
20202,1114066500,동화동,LH,상권확장,83,52,94,50
20202,1114058000,장충동,HH,정체,118,55,94,50
20202,1120059000,금호1가동,LH,상권확장,88,51,94,50
20202,1120052000,왕십리2동,LH,상권확장,89,50,94,50
20202,1123053600,용신동,HH,정체,102,50,94,50
20202,1123075000,이문2동,HH,정체,96,51,94,50
20202,1123057000,전농2동,HL,상권축소,104,48,94,50
20202,1123072000,휘경1동,HH,정체,96,50,94,50
20202,1126056500,면목본동,LL,다이나믹,92,45,94,50
20202,1126060000,중화1동,HL,상권축소,95,48,94,50
20202,1129066000,길음1동,HH,정체,97,56,94,50
20202,1129078000,장위3동,LH,상권확장,93,56,94,50
20202,1135066500,상계3?4동,HL,상권축소,102,49,94,50
20202,1135061900,중계본동,LL,다이나믹,85,45,94,50
20202,1138057000,대조동,LH,상권확장,92,50,94,50
20202,1138063200,신사2동,LL,다이나믹,88,46,94,50
20202,1141056500,충현동,HH,정체,106,54,94,50
20202,1144060000,대흥동,LH,상권확장,93,51,94,50
20202,1144069000,망원1동,LL,다이나믹,75,47,94,50
20202,1144071000,연남동,LL,다이나믹,55,42,94,50
20202,1144068000,합정동,LL,다이나믹,68,47,94,50
20202,1147058000,신월3동,HL,상권축소,108,47,94,50
20202,1150062000,공항동,LL,다이나믹,88,47,94,50
20202,1150054000,화곡1동,LL,다이나믹,90,46,94,50
20202,1153075000,개봉2동,LH,상권확장,94,52,94,50
20202,1153076000,개봉3동,HL,상권축소,108,48,94,50
20202,1153052000,구로1동,HL,상권축소,109,49,94,50
20202,1153053000,구로2동,HH,정체,118,53,94,50
20202,1154564000,독산4동,HL,상권축소,98,47,94,50
20202,1154569000,시흥3동,HH,정체,125,57,94,50
20202,1156060500,문래동,LH,상권확장,86,51,94,50
20202,1156065000,신길3동,HH,정체,112,54,94,50
20202,1156066000,신길4동,HL,상권축소,107,49,94,50
20202,1156069000,신길7동,LL,다이나믹,88,49,94,50
20202,1159063000,사당2동,HL,상권축소,98,49,94,50
20202,1159064000,사당3동,HL,상권축소,95,48,94,50
20202,1159067000,신대방1동,HL,상권축소,105,47,94,50
20202,1162076500,미성동,HH,정체,100,50,94,50
20202,1162074500,삼성동,HH,정체,104,50,94,50
20202,1165054000,잠원동,LL,다이나믹,91,48,94,50
20202,1168060000,대치1동,HH,정체,96,50,94,50
20202,1168065500,도곡1동,HL,상권축소,98,49,94,50
20202,1168075000,수서동,HH,정체,97,53,94,50
20202,1171058000,송파1동,LL,다이나믹,91,46,94,50
20202,1171064700,위례동,LL,다이나믹,40,27,94,50
20202,1171067000,잠실2동,LL,다이나믹,74,40,94,50
20202,1174054000,명일2동,HH,정체,96,53,94,50
20202,1174061000,천호2동,LH,상권확장,90,50,94,50
20202,1111053000,사직동,HH,정체,110,56,94,50
20202,1111061500,종로1?2?3?4가동,HH,정체,131,64,94,50
20202,1111051500,청운효자동,LH,상권확장,89,52,94,50
20202,1111056000,평창동,HH,정체,102,56,94,50
20202,1114055000,명동,HH,정체,134,56,94,50
20202,1114060500,을지로동,HH,정체,148,65,94,50
20202,1117056000,원효로1동,HH,정체,108,53,94,50
20202,1117055500,청파동,HH,정체,100,50,94,50
20202,1121585000,구의1동,HL,상권축소,98,47,94,50
20202,1121574000,중곡1동,LL,다이나믹,93,48,94,50
20202,1123061000,답십리2동,HH,정체,114,54,94,50
20202,1123065000,장안1동,HL,상권축소,97,47,94,50
20202,1123054500,제기동,HH,정체,114,58,94,50
20202,1126054000,면목4동,LL,다이나믹,92,45,94,50
20202,1126068000,신내1동,LL,다이나믹,84,47,94,50
20202,1129072500,월곡2동,LH,상권확장,92,50,94,50
20202,1129077000,장위2동,HH,정체,114,54,94,50
20202,1130566000,인수동,LL,다이나믹,87,44,94,50
20202,1132066000,쌍문1동,LL,다이나믹,93,47,94,50
20202,1132067000,쌍문2동,LL,다이나믹,93,47,94,50
20202,1132068100,쌍문4동,LL,다이나믹,85,49,94,50
20202,1138058000,응암1동,HH,정체,99,50,94,50
20202,1138059000,응암2동,LL,다이나믹,80,47,94,50
20202,1138069000,진관동,LL,다이나믹,59,45,94,50
20202,1141069000,남가좌1동,HH,정체,106,59,94,50
20202,1141070000,남가좌2동,LL,다이나믹,91,48,94,50
20202,1141062000,홍제1동,HH,정체,105,51,94,50
20202,1141065500,홍제2동,HH,정체,101,56,94,50
20202,1144058500,도화동,LH,상권확장,93,51,94,50
20202,1144061000,염리동,LL,다이나믹,88,48,94,50
20202,1147052000,목2동,LL,다이나믹,90,49,94,50
20202,1147054000,목4동,LL,다이나믹,92,44,94,50
20202,1147055000,목5동,LL,다이나믹,88,48,94,50
